"OTR_RID_OST_TRAN","OTR_RID_COMMIT_TRN","OTR_RID_LINK_TRN","OTR_AMT_ACTUAL","OTR_AMT_REQUESTED","OTR_AMT_NEW_RELSE","OTR_CDE_TYPE","OTR_CDE_LOAN_PURP","OTR_CDE_OBJ_STATE","OTR_CDE_OB_ST_CTG","OTR_CDE_PROC_AREA","OTR_CDE_REPR_FREQ","OTR_CDE_ACCR_FREQ","OTR_CDE_RISK_TYPE","OTR_DTE_EFFECTIVE","OTR_DTE_RELEASE","OTR_DTE_REPRICING","OTR_IND_AUTO_RELSE","OTR_PID_SUBLIMIT","OTR_RID_GROUP_TRAN","OTR_CDE_GROUP_TYPE","OTR_RID_OUTSTANDNG","OTR_UID_PROCESSOR","OTR_IND_CREATE_TRN","OTR_TSP_REC_CREATE","OTR_TSP_REC_UPDATE","OTR_UID_REC_CREATE","OTR_UID_REC_UPDATE","OTR_IND_NON_ACCR","OTR_AMT_FUND_FROZN","OTR_IND_PMT_FR_BOR","OTR_IND_AUTO_RDUCE","OTR_AMT_SCHED_BAL","OTR_AMT_PREMIUM","OTR_CDE_TRNS_PURP","OTR_RID_ORIG_OST","OTR_IND_UPD_FLEX","OTR_TXT_APP_TYPE","OTR_TXT_SYS_SOURCE","OTR_DTE_ACCR_EFFEC","OST_AMT_DISCOUNT","OST_DTE_NOTE","OST_IND_ELG_99A","OTR_AMT_CAP_CL_AMT","OTR_AMT_CAPT_INCRE","OTR_AMT_DF_PIN_AMT","OTR_AMT_IN_CHO_AMT","OTR_CDE_TAX_W_METH","OTR_DTE_TRN","OTR_IND_ATO_RDE_EX","OTR_IND_DEFR_AMT","OTR_IND_FIX_RA_RT","OTR_IND_ISTAX_REV","OTR_IND_MANUAL_CR","OTR_IND_ONDEL","OTR_IND_PREPAYMENT","OTR_IND_RFL_ALD","OTR_IND_ST_TR_UNSC","OTR_IND_TMP_UPD","OTR_IND_UNFREEZE","OTR_IND_UPDATED","OTR_RID_BORR_RLSD","OTR_RID_CSHFLTRN","OTR_RID_INT_PMT","OTR_RID_LOAN_CONV","OTR_RID_PD_ITM_TN","OTR_UID_ORIG","OTR_CDE_AGNT_ALIAS","OTR_RID_AGNT_TRANS","OTR_OID_OST_TRAN","OTR_CDE_BRANCH"
"0-EFZVAV","","","-2400","-2400","3800","PPPMT","","RELSD","ACTUA","EUOPS","7D   ","","LOANS","2020-06-01 00:00:00","2020-06-01 00:00:00","2020-06-09 00:00:00","N","","","","0-EFZSFV","CMARTILL","N","2020-09-04 17:35:45","2020-09-04 17:42:37","CMARTILL","RPTSUP01","","","Y","N","-2400","0","","0-EFZSFV","N","","","2020-06-01 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","350abba4d8e6f2218e1c5ca","CG852"
"H+EFJ2JW","","","600000","600000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","","DAL  ","FIXED","2020-05-28 00:00:00","2020-05-28 00:00:00","","N","","","","H+EFJ2J9","LIQUSR03","Y","2020-08-26 15:46:54","2020-08-26 15:49:15","LIQUSR03","LIQUSR03","N","","Y","N","600000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","344b4cbd2c0f6785ae1be28","CG852"
"=WEFJ3IX","","32EFFH9I","-1000000","-1000000","1000000","LRID ","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-27 00:00:00","2020-05-28 00:00:00","2020-05-28 00:00:00","N","","","","32EFFH8Y","JAQUITAN","N","2020-08-26 16:09:04","2020-08-26 16:11:16","JAQUITAN","JANICEA1","","","Y","N","-1000000","0","","32EFFH8Y","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","344b9ad0af2bb6833e1be44","CG852"
"DGEFKGC9","","","1010000","1010000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-28 00:00:00","2020-05-28 00:00:00","2020-05-29 00:00:00","N","","","","DGEFKGBP","MANZANOS","Y","2020-08-27 09:15:00","2020-08-27 14:37:43","SMANZANO","MANZANOM","N","","Y","N","1010000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","345a716b244cedceae1bf1f","CG852"
"S!EFKY1D","","","1011000","1011000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-28 00:00:00","2020-05-29 00:00:00","2020-05-29 00:00:00","N","","","","S!EFKY0T","MANZANOS","Y","2020-08-27 15:18:39","2020-08-27 16:07:37","SMANZANO","MANZANOM","N","","Y","N","1011000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","345ff688d66567bd4e1bfb8","CG852"
"7KEFL0R2","","","-1000","-1000","","UPPPT","","AWSTA","POTEN","EUOPS","","","FIXED","2022-05-27 00:00:00","","","N","","","","H+EFJ1OL","LIQUSR03","N","2020-08-27 16:06:38","2020-09-04 16:29:47","LIQUSR03","LIQUSR03","","","Y","N","-1000","0","","H+EFJ1OL","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3460af2d29feddc4de1bfc4","CG852"
"XHEFLBGW","","","-2100","-2100","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","","2020-05-29 00:00:00","N","","XHEFLBGU","LRP  ","HZEFJ9ST","RPTSUP01","N","2020-08-27 20:24:52","2020-08-27 20:53:03","CMARTILL","RPTSUP01","","","Y","N","-2100","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3464788cdb982aee3e1c0b6","CG852"
"XHEFLBKP","","","-3000","-3000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","2020-05-29 00:00:00","2020-05-29 00:00:00","N","","XHEFLBKC","LRP  ","HZEFJ9H5","CMARTILL","N","2020-08-27 20:26:43","2020-08-27 20:53:03","CMARTILL","RPTSUP01","","","Y","N","-3000","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3464800338f5ff308e1c0c6","CG852"
"XHEFLBH7","","","-3000","-3000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","","2020-05-29 00:00:00","N","","XHEFLBGU","LRP  ","HZEFJ9H5","RPTSUP01","N","2020-08-27 20:24:52","2020-08-27 20:53:03","CMARTILL","RPTSUP01","","","Y","N","-3000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","346478b28e406d17de1c0b8","CG852"
"XHEFLBKE","","","-2100","-2100","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","2020-05-29 00:00:00","2020-05-29 00:00:00","N","","XHEFLBKC","LRP  ","HZEFJ9ST","CMARTILL","N","2020-08-27 20:26:43","2020-08-27 20:53:03","CMARTILL","RPTSUP01","","","Y","N","-2100","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34647fa5603508a31e1c0c4","CG852"
"XHEFLBNM","","","5100","5100","","RCMF ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-29 00:00:00","2020-05-29 00:00:00","2020-05-29 00:00:00","N","","XHEFLBKC","LRP  ","XHEFLBMZ","CMARTILL","Y","2020-08-27 20:28:04","2020-08-27 20:53:03","CMARTILL","RPTSUP01","N","","Y","N","5100","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34648274e05504d71e1c0d2","CG852"
"XHEFLEON","","7)EETFOE","-150000","-150000","150000","LRID ","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-27 00:00:00","2020-05-29 00:00:00","2020-05-28 00:00:00","N","","","","7)EETFNR","CMARTILL","N","2020-08-27 22:09:02","2020-08-27 22:17:59","CMARTILL","RPTSUP01","","","Y","N","-150000","0","","7)EETFNR","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3465fe20f15a5fa50e1c101","CG852"
":.EFW0T0","","","-1200","-1200","699000","UPPPT","","RELSD","ACTUA","EUOPS","","","FIXED","2020-05-29 00:00:00","2020-05-29 00:00:00","","N","","","","H+EFJ1OL","LIQUSR03","N","2020-09-02 15:38:38","2020-09-03 21:56:34","LIQUSR03","LIQUSR03","","","Y","N","-1200","0","","H+EFJ1OL","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34ded724c99b2e4cde1c448","CG852"
":.EFW0V6","","7;EFL2H8","1183.43","1183.43","598816.57","LRPPY","","RELSD","ACTUA","EUOPS","","","FIXED","2020-05-29 00:00:00","2020-05-29 00:00:00","","N","","","","H+EFJ2J9","LIQUSR03","N","2020-09-02 15:40:32","2020-09-02 15:43:13","LIQUSR03","LIQAPCP3","","","Y","N","1183.43","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34dede4e0dfb96491e1c44b","CG852"
"IHEFMJGW","","","-931","-931","","PRDCR","","RELSD","ACTUA","EUOPS","7D   ","","LOANS","2020-06-03 00:00:00","2021-03-08 00:00:00","2020-06-03 00:00:00","N","","IHEFMJGU","LRP  ","ZIEF9NY0","LIQUSR05","N","2020-08-28 10:17:48","2020-10-15 10:45:29","LIQUSR05","LIQUSR05","","","Y","N","-931","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3470abfd719538ed0e1c193","CG852"
"IHEFMJJS","","","1931","1931","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-06-03 00:00:00","2021-03-08 00:00:00","2020-06-10 00:00:00","N","","IHEFMJGU","LRP  ","IHEFMJJ8","LIQUSR05","Y","2020-08-28 10:20:23","2020-10-15 10:45:29","LIQUSR05","LIQUSR05","N","","Y","N","1931","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3470b1f50f4e35f08e1c19c","CG852"
"+:EFZTMB","","","-1183.43","-1183.43","600000","SPPMT","","RELSD","ACTUA","EUOPS","","","FIXED","2020-05-29 00:00:00","2020-06-01 00:00:00","","N","","+:EFZTMV","PCP  ","H+EFJ2J9","LIQUSR03","N","2020-09-04 16:23:04","2020-09-04 16:34:08","LIQUSR03","LIQUSR03","","","Y","N","-1183.43","0","","H+EFJ2J9","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3509ae77d28b29427e1c5b0","CG852"
"!(EG52R5","","","1600000","1600000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-02 00:00:00","2020-06-02 00:00:00","2020-06-03 00:00:00","N","","","","!(EG52QL","JAQUITAN","Y","2020-09-07 11:27:23","2020-09-07 11:30:22","JAQUITAN","JANICEA1","N","","Y","N","1600000","0","","","N","","","2020-06-02 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","35449e234fad89d0ae1c5ff","CG852"
"!REG54IQ","","","1500000","1500000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-02 00:00:00","2020-06-02 00:00:00","2020-06-03 00:00:00","N","","","","!REG54I6","JAQUITAN","Y","2020-09-07 11:32:35","2020-09-07 11:37:33","JAQUITAN","JANICEA1","N","","Y","N","1500000","0","","","N","","","2020-06-02 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3544b36a012f311efe1c606","CG852"
"!1EG56ML","","","-1000000","-1000000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","2020-06-02 00:00:00","2020-05-29 00:00:00","N","","!1EG56MJ","LRP  ","2YEFMLSM","JAQUITAN","N","2020-09-07 11:45:42","2020-09-07 11:48:48","JAQUITAN","JANICEA1","","","Y","N","-1000000","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3544e640a87d4f943e1c60d","CG852"
"!GEG59RI","","","-500","-500","","PPPMT","","LWREL","POTEN","EUOPS","1D   ","","LOANS","2020-06-02 00:00:00","","2020-05-29 00:00:00","N","","","","04EFZDZF","CMARTILL","N","2020-09-07 15:36:40","2020-09-07 15:47:41","CMARTILL","RPTMGR01","","","Y","N","-500","0","","04EFZDZF","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","35484455b907156eee1c655","CG852"
"!GEG5CGU","","0-EFZSW4","2700","2700","3000","LRPPY","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-01 00:00:00","2020-06-03 00:00:00","2020-05-29 00:00:00","N","","","","04EFZE6G","CMARTILL","N","2020-09-07 16:34:22","2020-09-07 16:41:00","CMARTILL","RPTMGR01","","","Y","N","2700","0","","","N","","","2020-06-01 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","35491f6beb47d40e4e1c665","CG852"
"4DEG5CY3","","","-1600000","-1600000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-03 00:00:00","2020-06-03 00:00:00","2020-06-03 00:00:00","N","","4DEG5CY1","LRP  ","!(EG52QL","JAQUITAN","N","2020-09-07 16:39:06","2020-09-07 17:00:13","JAQUITAN","JANICEA1","","","Y","N","-1600000","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3549328e47d9bde3fe1c66d","CG852"
"4IEG5EWP","","","-1500000","-1500000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-03 00:00:00","","2020-06-03 00:00:00","N","","4IEG5EWN","LRP  ","!REG54I6","SMANZANO","N","2020-09-07 17:18:20","2020-09-08 08:29:56","JAQUITAN","SMANZANO","","","Y","N","-1500000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3549c5a8f07ec093ae1c68d","CG852"
"!GEG5G05","","","-650","-650","5700","PPPMT","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-03 00:00:00","2020-06-03 00:00:00","2020-05-29 00:00:00","N","","","","04EFZE6G","CMARTILL","N","2020-09-07 17:50:51","2020-09-07 18:13:06","CMARTILL","RPTMGR01","","","Y","N","-650","0","","04EFZE6G","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","354a3dd0d67d147bee1c6ae","CG852"
"K1EG6OA1","","","1099000","1099000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-03 00:00:00","2020-06-03 00:00:00","2020-06-04 00:00:00","N","","","","K1EG6O8V","MANZANOS","Y","2020-09-08 09:48:37","2020-09-08 11:07:43","SMANZANO","MANZANOM","N","","Y","N","1099000","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3558406bcc8f901b9e1c703","CG852"
"K#EG6SYN","","","-100000","-100000","","PPPMT","","LWREL","POTEN","EUOPS","1D   ","","LOANS","2020-06-03 00:00:00","","2020-05-29 00:00:00","N","","K#EG6SY5","PCP  ","HREFIUF7","JAQUITAN","N","2020-09-08 10:13:43","2020-09-08 10:14:57","JAQUITAN","JANICEA1","","","Y","N","-100000","0","","HREFIUF7","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3558a54768e039887e1c709","CG852"
"K1EG6PAE","","","1401000","1401000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-03 00:00:00","2020-06-03 00:00:00","2020-06-04 00:00:00","N","","","","K1EG6P9T","MANZANOS","Y","2020-09-08 10:13:26","2020-09-08 11:24:11","SMANZANO","MANZANOM","N","","Y","N","1401000","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3558917c8c0b44e54e1c707","CG852"
"KLEG6TZL","","","2000000","2000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-03 00:00:00","2020-06-03 00:00:00","2020-06-04 00:00:00","N","","","","KLEG6TZ1","JAQUITAN","Y","2020-09-08 10:22:27","2020-09-08 10:25:15","JAQUITAN","JANICEA1","N","","Y","N","2000000","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3558c475662530204e1c710","CG852"
"UKEG6TBG","","","1111000","1111000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-03 00:00:00","2020-06-03 00:00:00","2020-06-04 00:00:00","N","","","","UKEG6TAW","MANZANOS","Y","2020-09-08 11:36:41","2020-09-08 12:26:48","SMANZANO","MANZANOM","N","","Y","N","1111000","0","","","N","","","2020-06-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3559ce4ec75beaa16e1c71d","CG852"
"K2EG6TM3","","","9900","9900","","ID   ","CONSH","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-06-03 00:00:00","","2020-06-04 00:00:00","N","","","","K2EG6TLG","CMARTILL","Y","2020-09-08 11:43:00","2020-09-08 11:58:06","CMARTILL","RPTSUP01","N","","Y","N","9900","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3559ef53fde03de97e1c720","CG852"
"FJEG71M6","","","-1111000","-1111000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-06-04 00:00:00","N","","FJEG71M4","LRP  ","UKEG6TAW","SMANZANO","N","2020-09-08 14:25:00","2020-09-08 16:57:10","SMANZANO","MANZANOM","","","Y","N","-1111000","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355c51f02360c7866e1c739","CG852"
"FJEG71P2","","","1111000","1111000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-06-05 00:00:00","N","","FJEG71M4","LRP  ","FJEG71OI","SMANZANO","Y","2020-09-08 14:30:06","2020-09-08 16:57:10","SMANZANO","MANZANOM","N","","Y","N","1111000","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355c5d08a6e55ebace1c742","CG852"
"FJEG72AU","","","-1401000","-1401000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-06-04 00:00:00","N","","FJEG72AS","LRP  ","K1EG6P9T","SMANZANO","N","2020-09-08 14:49:57","2020-09-08 17:55:19","SMANZANO","MANZANOM","","","Y","N","-1401000","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355cb0460ffb5441ee1c756","CG852"
"FJEG72B6","","","-1099000","-1099000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-06-04 00:00:00","N","","FJEG72AS","LRP  ","K1EG6O8V","SMANZANO","N","2020-09-08 14:49:57","2020-09-08 17:55:19","SMANZANO","MANZANOM","","","Y","N","-1099000","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355cb0d2b8d22db1de1c758","CG852"
"F$EG7B9T","","","-1111000","-1111000","","PRDCR","","PEND ","POTEN","EUOPS","1D   ","","LOANS","2020-06-05 00:00:00","","2020-06-05 00:00:00","N","","F$EG7B9R","LRP  ","FJEG71OI","MANZANOM","N","2020-09-08 18:03:40","2020-09-08 18:03:40","MANZANOM","MANZANOM","","","Y","N","-1111000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355f8700124889606e1c7be","CG852"
"F?EG7BWA","","","-1700000","-1700000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-06-04 00:00:00","N","","F?EG7BW8","LRP  ","4DEG5D0E","JAQUITAN","N","2020-09-08 18:16:57","2020-09-08 18:26:11","JAQUITAN","JANICEA1","","","Y","N","-1700000","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355fb98d5ca6c6ec4e1c7d0","CG852"
"F?EG7BZ5","","","1700000","1700000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-06-05 00:00:00","N","","F?EG7BW8","LRP  ","F?EG7BYL","JAQUITAN","Y","2020-09-08 18:19:26","2020-09-08 18:26:11","JAQUITAN","JANICEA1","N","","Y","N","1700000","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355fbb7a58f15ced7e1c7d9","CG852"
"FGEG7DXB","","","-1100000","-1100000","","PRDCR","","CNCLD","INACT","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","","2020-05-29 00:00:00","N","","FGEG7DX9","LRP  ","!1EG56OY","JAQUITAN","N","2020-09-08 18:35:15","2020-09-08 18:36:59","JAQUITAN","JAQUITAN","","","Y","N","-1100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355ffe27ac2304d83e1c7f6","CG852"
"FGEG7E09","","","1100000","1100000","","RCMF ","ACQ  ","CNCLD","INACT","EUOPS","1D   ","DAL  ","LOANS","2020-05-29 00:00:00","","2020-05-29 00:00:00","N","","FGEG7DX9","LRP  ","FGEG7DZP","JAQUITAN","Y","2020-09-08 18:35:32","2020-09-08 18:36:59","JAQUITAN","JAQUITAN","N","","Y","N","1100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","355ffeb40f855c62ce1c7ff","CG852"
"Z$EG8MQV","","K2EG77WO","700","700","4350","LRPPY","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-06-04 00:00:00","2020-06-04 00:00:00","2020-05-29 00:00:00","N","","Z$EG8MQO","PCP  ","04EFZE6G","CMARTILL","N","2020-09-09 10:08:08","2020-09-09 11:17:06","CMARTILL","RPTSUP01","","","Y","N","700","0","","","N","","","2020-06-04 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","356da64288648c9c7e1c82a","CG852"
"OWEGCGRW","","","22000","22000","","ID   ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-19 00:00:00","2020-06-19 00:00:00","2020-06-22 00:00:00","N","","","","OWEGCGRA","CMARTILL","Y","2020-09-11 12:04:28","2020-09-11 15:03:37","CMARTILL","RPTSUP01","N","","Y","N","22000","0","","","N","","","2020-06-19 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","359980d9e169cda5de1c946","CG852"
"OWEGCGXQ","","","9200","9200","","ID   ","CONSH","RELSD","ACTUA","EUOPS","","D2   ","FIXED","2020-06-19 00:00:00","2020-06-19 00:00:00","","N","","","","OWEGCGX4","CMARTILL","Y","2020-09-11 12:11:32","2020-09-11 15:10:56","CMARTILL","RPTSUP01","N","","Y","N","9200","0","","","N","","","2020-06-19 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","359999feff1c33c0be1c94a","CG852"
"OSEGCH4Z","","","2100000","2100000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-06-19 00:00:00","2020-06-19 00:00:00","2020-06-22 00:00:00","N","","","","OSEGCH4C","JAQUITAN","Y","2020-09-11 12:15:44","2020-09-11 13:04:45","JAQUITAN","JANICEA1","N","","N","N","2100000","0","","","N","","","2020-06-19 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3599b11e25a09b2c5e1c94f","CG852"
