"RBP_CDE_RISK_BOOK","RBP_UID_USERID","RBP_TSP_REC_CREATE","RBP_TSP_REC_UPDATE","RBP_UID_REC_CREATE","RBP_UID_REC_UPDATE","RBP_IND_BUY_SELL","RBP_IND_MARK","RBP_IND_VIEW_PRCES","RBP_IND_PRIMARY"
"PRIEQ","JANICEA3","2020-08-24 10:30:57","2020-08-24 10:30:57","ADMIN3  ","ADMIN3  ","Y","N","Y","N"
"GTS  ","KIDUENAS","2020-09-09 17:51:01","2020-09-09 17:51:01","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"SAF  ","KIDUENAS","2020-09-09 17:51:01","2020-09-09 17:51:01","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"DCM  ","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","COPEINP ","2020-09-15 12:00:18","2020-09-15 12:00:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","ARFELI01","2020-10-02 09:51:20","2020-10-02 09:51:20","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","ARFELM01","2020-10-02 09:57:18","2020-10-02 09:57:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JOBINP  ","2020-05-14 13:57:14","2020-05-14 13:57:14","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","DJRHAPRV","2020-08-11 22:16:05","2020-08-11 22:16:05","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"RELEN","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"RISKC","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BPB  ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRIEQ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"DCM  ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"SAF  ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"LIQEU","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BCF  ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"GTS  ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BKGOV","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"TEST ","ALNINP01","2020-08-13 19:42:47","2020-08-13 19:42:47","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"SAF  ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BPB  ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRFIN","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"GTS  ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"DCM  ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"LIQEU","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"TEST ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRIEQ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"RELEN","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"CORPF","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BCF  ","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BKGOV","ALNSUP01","2020-08-13 19:47:44","2020-08-13 19:47:44","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BPB  ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"GTS  ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BCF  ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BKGOV","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRFIN","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRIEQ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"CORPF","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"SAF  ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"LIQEU","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"TEST ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"RELEN","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"DCM  ","ALNMGR01","2020-08-13 19:50:00","2020-08-13 19:50:00","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"CORPF","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"SAF  ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRFIN","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"TEST ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BPB  ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"RELEN","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"LIQEU","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"GTS  ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BKGOV","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BCF  ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"DCM  ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRIEQ","RONMGR01","2020-08-13 20:01:29","2020-08-13 20:01:29","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"LIQEU","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"GTS  ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"DCM  ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRFIN","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"TEST ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BCF  ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"SAF  ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BKGOV","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"BPB  ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"RELEN","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"CORPF","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"PRIEQ","RONSUP01","2020-08-13 20:03:52","2020-08-13 20:03:52","ADMIN1  ","ADMIN1  ","N","Y","Y","N"
"DCM  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"SAF  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"RTZ  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"RISKA","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"SAM  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"RELEN","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"BPB  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"BCF  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"PRIEQ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"RISKC","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"TEST ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"BKGOV","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"PRFIN","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"RISKI","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"LIQEU","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"CORPF","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"GTS  ","LIQUSR03","2020-08-17 09:33:57","2020-08-17 09:33:57","CMARTILL","CMARTILL","Y","N","Y","N"
"RISKI","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"TEST ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"LIQEU","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"PRFIN","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"BPB  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"RELEN","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"GTS  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"SAF  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"DCM  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"RISKC","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"PRIEQ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"RISKA","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"RTZ  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"CORPF","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"SAM  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"BKGOV","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"BCF  ","LIQUSR04","2020-08-17 09:39:00","2020-08-17 09:39:00","CMARTILL","CMARTILL","Y","N","Y","N"
"LIQEU","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","LIQUSR05","2020-08-17 09:43:16","2020-08-17 09:43:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","LIQUSR06","2020-08-17 09:44:26","2020-08-17 09:44:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SUPALN01","2020-08-19 10:45:36","2020-08-19 10:45:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MGRALN01","2020-08-19 10:46:30","2020-08-19 10:46:30","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPALN01","2020-08-19 10:47:39","2020-08-19 10:47:39","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","SUPRON01","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SUPRON01","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SUPRON01","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SUPRON01","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","SUPRON01","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SUPRON01","2020-08-19 10:55:22","2020-08-19 10:55:22","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
