OST_RID_OUTSTANDNG,OST_NME_ALIAS,OST_CID_BORROWER,OST_PID_DEAL,OST_PID_FACILITY,OST_CDE_OUTSTD_TYP,OST_CDE_PRICE_OPT,OST_CDE_OBJ_STATE,OST_CDE_OB_ST_CTG,OST_TSP_REC_CREATE,OST_TSP_REC_UPDATE,OST_UID_REC_CREATE,OST_UID_REC_UPDATE,OST_AMT_BANK_GROSS,OST_AMT_BANK_NET,OST_IND_FLOAT_RATE,OST_IND_MATCH_FUND,OST_IND_HAS_RPR_DT,OST_CDE_PERF_STAT,OST_CDE_ENDTE_RULE,OST_IND_ACCRUABLE,OST_RTE_FC_RATE,OST_RTE_FC_HS_RATE,OST_AMT_FC_BNK_GRS,OST_AMT_FC_BNK_NET,OST_CDE_TRSRY_AREA,OST_CDE_RQST_CCY,OST_IND_AC_CF_ONLY,OST_AMT_FC_CURRENT,OST_CDE_CURRENCY,OST_CDE_LOAN_PURP,OST_DTE_REPRICING,OST_CDE_REPR_FREQ,OST_CDE_RISK_TYPE,OST_PID_SUBLIMIT,OST_DTE_EFFECTIVE,OST_AMT_ORIGINAL,OST_AMT_CURRENT,OST_CDE_ACR_PERIOD,OST_IND_AUTO_EXTND,OST_CDE_EXTENSION,OST_NUM_NOTIFICATN,OST_IND_REINSTATBL,OST_NUM_EXT_INCR,OST_DTE_EXPIRY_ENT,OST_DTE_EXPIRY_CLC,OST_DTE_EXPIRY_FNL,OST_CDE_SIC,OST_CDE_GL_CLASS,OST_IND_NOTF_RCVD,OST_IND_FACING_FEE,OST_IND_ISSUIN_FEE,OST_DTE_PAID_DOWN,OST_CDE_FRG_WTHHLD,OST_PCT_FRG_WTHHLD,OST_CDE_TAX_EXEMPT,OST_PCT_TAX_EXEMPT,OST_CDE_RAC_REPRIC,OST_CDE_SIC_CNTRY,OST_DTE_RAC_REPRIC,OST_CDE_ACT_ACR_RL,OST_RID_COLLAT_DEF,OST_IND_AC_SCD_BAL,OST_AMT_SCHED_BAL,OST_IND_AUTO_PREPF,OST_IND_BILL_BORR,OST_NUM_BILL_DAYS,OST_IND_DONT_PRNT,OST_IND_DONT_MAIL,OST_IND_BILL_MATR,OST_AMT_NACR_TLRNC,OST_PCT_NACR_TLRNC,OST_RID_LCHG_RULE,OST_CDE_OVERAGE_RL,OST_IND_SEPACRFEES,OST_IND_PMAT_INT,OST_IND_ANV_DTE_AP,OST_DTE_ANIVERSARY,OST_CDE_ANVDTE_EOM,OST_IND_INT_DUE_RP,OST_IND_SYNC_PC_RP,OST_DTE_ACT_REPRIC,OST_CDE_DEC_ROUND,OST_CDE_FRAC_ROUND,OST_CDE_DEC_PRECN,OST_CDE_FRAC_IRATE,OST_CDE_RAP_MTHD,OST_IND_INC_XMLBIL,OST_CDE_UNSCHP_MTH,OST_IND_CARE_OF,OST_AMT_PREP_FEE,OST_IND_TEMP_PYMT,OST_CDE_PLEDGE,OST_AMT_ADJBAL,OST_AMT_BASE_DISC,OST_AMT_SCH_DISC,OST_CDE_CON_BIL_OP,OST_CDE_F_ACR_CUR,OST_CDE_GRACE_CAL,OST_CDE_OWNER_TYPE,OST_CDE_PSD_IT_TYP,OST_CDE_STDTE_RULE,OST_CDE_STMT_FREQ,OST_DTE_ART_SET,OST_DTE_CDS_NEXT,OST_DTE_EOC_DDLPI,OST_DTE_EOM_DDLPI,OST_DTE_FFPMT_EFF,OST_DTE_FX_RATE,OST_DTE_IFPMT_EFF,OST_DTE_INTENT,OST_DTE_NOTE,OST_DTE_RATE_SETT,OST_IND_AUTO_GEN,OST_IND_AUTO_OPYMT,OST_IND_AUTO_RD_EX,OST_IND_AUTO_REL,OST_IND_AUTO_RTF,OST_IND_BULLET_PAY,OST_IND_CMP_INT,OST_IND_CSFL_FRMTO,OST_IND_DIR_NOTE,OST_IND_ELG_98,OST_IND_ELG_99DIV,OST_IND_FDPR_DATE,OST_IND_MRT_SET,OST_IND_PMT_PLAN,OST_IND_PSTDUE_ACR,OST_IND_RP_SCH_SYN,OST_IND_SEP_99AC,OST_IND_STA_HB_SHR,OST_IND_UNED_INT,OST_IND_WAIVE_STTX,OST_NME_ACCT_NAME,OST_NME_PROPERTY,OST_NUM_PDUE_GDAYS,OST_TXT_CONTRACTID,OST_RID_LINKED_DEP,OST_RID_OWNER,OST_RID_PSTD_ITEM,OST_RID_PSTDUE_PRA,OST_RTE_AC_HS_RATE,OST_RTE_ACR_RATE,OST_RTE_PURCHASED,OST_TXT_CNTNO,OST_TXT_EOC_SRP,OST_TXT_SRC_SYS_ID,OST_CDE_IMP_STAGE,OST_IND_CFA_CHO,OST_IND_IMP_ST_OVR,OST_IND_INSCH_RPDT,OST_IND_DEPO_PAYOF,OST_IND_ITEM_PAYOF,OST_DTE_MSD_PRC,OST_DTE_MSD_INT,OST_CDE_MSD_PRC,OST_CDE_MSD_INT,OST_IND_MSD_PRC,OST_IND_MSD_INT,OST_OID_OUTSTANDNG,OST_CDE_BRANCH
0AEGNRGP,"60000879       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",FIXED,LRELS,ACTUA,2020-09-17 13:17:19,2020-09-18 10:04:23,LIQUSR05,MANZANOS,1933.75,1933.75,N,N,N,"ACCR ","TOAD ",Y,1,1,1933.75,1933.75,"NZ   ",EUR,N,1933.75,EUR,"ACQ  ",,,FIXED,,2020-06-25 00:00:00,2210,1933.75,"QUA  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,1933.75,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,N,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-23 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2022-05-27 00:00:00,2022-05-27 00:00:00,"LMTR ","LMTR ",N,N,361928682e60fda6de1d039,CG852
P3EGO6VJ,"60000912       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,LRELS,ACTUA,2020-09-17 19:18:18,2020-09-18 14:52:06,JAQUITAN,JANICEA2,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-29 00:00:00,"1D   ",LOANS,,2020-06-26 00:00:00,1100000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-06-25 00:00:00,,2020-06-24 00:00:00,,2020-06-25 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,361e72f2c8d22629ee1d126,CG852
KIEGPC52,"60000920       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-18 10:15:08,2020-09-18 10:22:28,SMANZANO,MANZANOM,222000,222000,N,N,Y,"ACCR ","TOAD ",Y,1,1,222000,222000,"NL   ",EUR,N,222000,EUR,"ACQ  ",2020-07-03 00:00:00,"7D   ",LOANS,,2020-06-26 00:00:00,222000,222000,"WEEK ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,222000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-07-01 00:00:00,,2020-06-30 00:00:00,,2020-07-01 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,362b96b180a26e26ee1d193,CG852
UMEGPG4V,"60000924       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",NIBOR,LRELS,ACTUA,2020-09-18 12:31:29,2020-09-18 13:29:00,CMARTILL,RPTSUP01,5800,5800,N,N,Y,"ACCR ","TOAD ",Y,0.088967417462702,0.088967417462702,516.01,516.01,"NZ   ",NOK,N,516.01,NOK,CONSH,2020-07-07 00:00:00,"1M   ",LOANS,,2020-06-26 00:00:00,9000,5800,"MON  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,5800,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-24 00:00:00,,,,,2020-07-03 00:00:00,,2020-07-02 00:00:00,,2020-07-03 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,362d92d58d93c915ae1d1e2,CG852
-ZEH2R9F,"60001010       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",FIXED,"PEND ",POTEN,2020-09-25 16:53:01,2020-09-25 16:53:09,SMANZANO,SMANZANO,0,0,N,N,N,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",,,FIXED,,2020-07-07 00:00:00,100000,,"QUA  ",,,,N,,2025-05-27 00:00:00,,,"2161      ",,,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,36c514640e7939607e1d5a5,CG852
QKEH83UQ,"60001030       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,LRELS,ACTUA,2020-09-28 12:58:14,2020-10-08 09:57:54,LIQUSR05,LIQSVR02,22500,22500,N,N,Y,"ACCR ","TOAD ",Y,1,1,22500,22500,"NL   ",EUR,N,22500,EUR,"ACQ  ",2020-07-14 00:00:00,"7D   ",LOANS,,2020-07-07 00:00:00,22500,22500,"WEEK ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,22500,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,2020-07-10 00:00:00,,2020-07-09 00:00:00,,2020-07-10 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,3700e8ae298c803bce1d656,CG852
V:EH9VG2,"60001039       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,LRELS,ACTUA,2020-09-29 11:51:14,2020-10-27 12:48:40,LIQUSR05,LIQUSR05,1018998.6,1018998.6,N,N,Y,"ACCR ","TOAD ",Y,1,1,1018998.6,1018998.6,"NL   ",EUR,N,1018998.6,EUR,"ACQ  ",2020-06-23 00:00:00,"1D   ",LOANS,,2020-06-22 00:00:00,1142000,1018998.6,"DAL  ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1018998.6,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-18 00:00:00,,,,,2020-06-19 00:00:00,,2020-06-18 00:00:00,,2020-06-19 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,371508096de62c803e1d6f1,CG852
9OEHDK60,"60001060       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,"PEND ",POTEN,2020-10-01 10:31:28,2020-10-01 10:39:21,LIQUSR05,LIQSVR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-07-10 00:00:00,"1D   ",LOANS,,2020-07-09 00:00:00,13200,,"DAL  ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-08 00:00:00,,2020-07-07 00:00:00,,2020-07-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,373e0e0beb86bf7e10af578,CG852
9OEHDKIU,"60001063       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,"PEND ",POTEN,2020-10-01 10:52:06,2020-10-01 10:55:58,LIQUSR05,LIQSVR05,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NL   ",EUR,N,,EUR,"ACQ  ",2020-07-10 00:00:00,"1D   ",LOANS,,2020-07-09 00:00:00,33600,,"DAL  ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-08 00:00:00,,2020-07-07 00:00:00,,2020-07-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,373e5c2591e21118d0af59d,CG852
92EHDFN1,"60001065       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,INCAN,INACT,2020-10-01 11:47:56,2020-10-09 12:56:48,CMARTILL,LS2BATCH,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-07-16 00:00:00,"7D   ",LOANS,,2020-07-09 00:00:00,1300000,0,"WEEK ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,2020-07-09 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-14 00:00:00,,2020-07-13 00:00:00,,2020-07-14 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,373f240c25aed90620af5b4,CG852
;;EHIZTA,"60001082       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",GBLIB,"PEND ",POTEN,2020-10-04 12:03:57,2020-10-04 12:17:38,CMARTILL,RPTSUP01,0,0,N,N,Y,"ACCR ","TOAD ",N,1.14893665912198,1.14893665912198,0,0,"NZ   ",GBP,N,,GBP,CONSH,2020-07-16 00:00:00,"7D   ",LOANS,,2020-07-09 00:00:00,87000,,"WEEK ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-14 00:00:00,,2020-07-13 00:00:00,,2020-07-14 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,377eabcdd87903ea3578712,CG852
$UEHMNMB,"60001090       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",GBLIB,LRELS,ACTUA,2020-10-06 11:19:13,2020-10-07 17:12:23,CMARTILL,RPTSUP01,8650,8650,N,N,Y,"ACCR ","TOAD ",Y,1.14893665912198,1.14893665912198,9938.3,9938.3,"NZ   ",GBP,N,9938.3,GBP,CONSH,2020-07-16 00:00:00,"7D   ",LOANS,,2020-07-09 00:00:00,8650,8650,"WEEK ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,8650,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-14 00:00:00,,2020-07-13 00:00:00,,2020-07-14 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,37a834575214f73a8578759,CG852
NJEHN9CR,"60001112       ",SIEESUTN,0REF4EYL,0REF4FMA,"LOAN ",EURLI,LRELS,ACTUA,2020-10-06 19:22:01,2020-10-06 19:50:41,LIQUSR03,LIQUSR03,10000,10000,N,N,Y,"ACCR ","TOAD ",Y,1,1,10000,10000,"NZ   ",EUR,N,10000,EUR,"ACQ  ",2020-10-09 00:00:00,"3M   ",FIXED,,2020-07-09 00:00:00,10000,10000,"QUA  ",N,,,N,,2022-05-27 00:00:00,,,"0124      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,10000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-10-07 00:00:00,,2020-10-06 00:00:00,,2020-10-07 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2022-05-27 00:00:00,2022-05-27 00:00:00,"LMTR ","LMTR ",N,N,37af480b3a09b943fb715c5,CG852
"#:EHOMSQ","60001117       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-10-07 09:40:56,2020-10-15 10:42:15,LIQSVR05,LIQUSR05,22500,22500,N,N,Y,"ACCR ","TOAD ",Y,1,1,22500,22500,"NL   ",EUR,N,22500,EUR,"ACQ  ",2020-06-16 00:00:00,"7D   ",LOANS,,2020-06-09 00:00:00,22500,22500,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,22500,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-05 00:00:00,,,,,2020-06-12 00:00:00,,2020-06-11 00:00:00,,2020-06-12 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,37bbdf1f6dc5a3b4eb7160b,CG852
B5EHONDY,"60001119       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",GBLIB,LRELS,ACTUA,2020-10-07 12:57:09,2020-10-07 13:29:18,CMARTILL,RPTSUP01,13600,13600,N,N,Y,"ACCR ","TOAD ",Y,1.14893665912198,1.14893665912198,15625.54,15625.54,"NZ   ",GBP,N,15625.54,GBP,CONSH,2020-07-14 00:00:00,"7D   ",LOANS,,2020-07-07 00:00:00,13600,13600,"WEEK ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,13600,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,2020-07-10 00:00:00,,2020-07-09 00:00:00,,2020-07-10 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,37bebcffec1ee49a6b71643,CG852
:=EHOY0Q,"60001120       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,LRELS,ACTUA,2020-10-07 13:18:21,2020-10-08 09:45:15,LIQUSR05,LIQUSR02,142000,142000,N,N,Y,"ACCR ","TOAD ",Y,1,1,142000,142000,"NL   ",EUR,N,142000,EUR,"ACQ  ",2020-07-16 00:00:00,"7D   ",LOANS,,2020-07-09 00:00:00,142000,142000,"WEEK ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,142000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-14 00:00:00,,2020-07-13 00:00:00,,2020-07-14 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,37bf015f22ab12e6ab71648,CG852
:+EH8RLZ,"60001028       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",FIXED,LRELS,ACTUA,2020-09-28 12:31:54,2020-09-28 12:46:01,SMANZANO,MANZANOM,210000,210000,N,N,N,"ACCR ","TOAD ",Y,1,1,210000,210000,"NL   ",EUR,N,210000,EUR,"ACQ  ",,,FIXED,,2020-07-07 00:00:00,210000,210000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",FIXED,N,N,N,,,0,,0,,AU,,,,N,210000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,N,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,370077786a216c4a5e1d642,CG852
QWEH86Y0,"60001031       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",NIBOR,INCAN,INACT,2020-09-28 13:47:07,2020-10-04 11:30:43,LIQUSR05,RPTSUP01,0,0,N,N,Y,"ACCR ","TOAD ",Y,0.088967417462702,0.088967417462702,0,0,"NL   ",NOK,N,0,NOK,"ACQ  ",2020-08-07 00:00:00,"1M   ",LOANS,,2020-07-07 00:00:00,15400,0,"MON  ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,2020-07-07 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,2020-08-05 00:00:00,,2020-08-04 00:00:00,,2020-08-05 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,37019f5c7d4b6b602e1d65e,CG852
Q-EH8CKE,"60001033       ",)?EF8978,IREFMCO3,I:EFMEGK,"LOAN ",EURLI,INCAN,INACT,2020-09-28 15:17:26,2020-10-07 08:43:23,LIQUSR05,LIQSVR04,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-07-14 00:00:00,"7D   ",LOANS,,2020-07-07 00:00:00,9100,0,"WEEK ",N,,,N,,2025-05-29 00:00:00,,,"2161      ",OTHER,N,N,N,2020-07-07 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-03 00:00:00,,,,,2020-07-10 00:00:00,,2020-07-09 00:00:00,,2020-07-10 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-29 00:00:00,2025-05-29 00:00:00,"LMTR ","LMTR ",N,N,3702f1292f710724be1d66f,CG852
92EHDPMF,"60001068       ",SIEESUTN,"#!EFTROA","#!EFTRT9","LOAN ",EURLI,LRELS,ACTUA,2020-10-01 15:36:23,2020-10-01 17:14:38,CMARTILL,CMARTILL,220000,110000,N,N,Y,"ACCR ","TOAD ",Y,1,1,220000,110000,"NZ   ",EUR,N,220000,EUR,CONSH,2020-07-16 00:00:00,"7D   ",LOANS,,2020-07-09 00:00:00,220000,220000,"WEEK ",N,,,N,,2024-05-28 00:00:00,,,"0124      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,220000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-07-07 00:00:00,,,,,2020-07-14 00:00:00,,2020-07-13 00:00:00,,2020-07-14 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2024-05-28 00:00:00,2024-05-28 00:00:00,"LMTR ","LMTR ",N,N,3742838426a49fa100af60e,CG852
