"LOC_CDE_LOCATION","LOC_DSC_LOCATION","LOC_CDE_COUNTRY","LOC_CDE_STATE","LOC_IND_ACTIVE","LOC_IND_MAY_DEACT","LOC_TSP_REC_CREATE","LOC_TSP_REC_UPDATE","LOC_UID_REC_CREATE","LOC_UID_REC_UPDATE","LOC_CDE_COUNTY","LOC_CDE_PROVINCE"
"LAH  ","Lafayette Hill, PA","US","PA","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:00","LS2BATCH","LS2BATCH","",""
"LAJ  ","La Jolla, CA","US","CA","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:00","LS2BATCH","LS2BATCH","",""
"LAK  ","Lakewood, CA","US","CA","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:00","LS2BATCH","LS2BATCH","",""
"LAM  ","La Mirada, CA","US","CA","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:00","LS2BATCH","LS2BATCH","",""
"LAN  ","Lancaster, PA","US","PA","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:00","LS2BATCH","LS2BATCH","",""
"LAO  ","Lafourche, LA","US","LA","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:00","LS2BATCH","LS2BATCH","",""
"LAP  ","La Paz, Bolivia","BO","","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAQ  ","La Quinta, CA","US","CA","N","Y","1997-04-21 13:43:32","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAR  ","Laredo, TX","US","TX","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAS  ","Lausanne, Switzerland","CH","","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAT  ","Lancaster, TX","US","TX","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAU  ","Fort Lauderdale, FL","US","FL","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAV  ","Laval, Canada","CA","","N","Y","1993-06-11 23:22:55","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAW  ","Lawrence, MA","US","MA","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LAY  ","Lafayette, IN","US","IN","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LBA  ","Little Baddow, United Kingdom","GB","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LBE  ","Long Beach, CA","US","CA","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LBT  ","Liberty, MD","US","MD","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:01","LS2BATCH","LS2BATCH","",""
"LBV  ","Libertyville, IL","US","IL","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCAF ","La Canada Flintridge, CA","US","CA","N","Y","1995-09-25 09:22:16","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCC  ","Lecce, Italy","IT","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCF  ","Litchfield, CT","US","CT","N","Y","1995-08-01 09:09:12","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCH  ","Leechburg, PA","US","PA","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCN  ","Lincoln, RI","US","RI","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCO  ","La Coruna, Spain","ES","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCS  ","Lancaster, SC","US","SC","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCU  ","La Coruna, Brazil","BR","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCW  ","Lincolnwood, IL","US","IL","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LCY  ","Lenoir City, NC","US","NC","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LDE  ","Lincolndale, NY","US","NY","N","Y","1995-06-20 09:16:52","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LDH  ","Lindenhurst, NY","US","NY","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:02","LS2BATCH","LS2BATCH","",""
"LDI  ","Lauderhill, FL","US","FL","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LDN  ","Linden, NJ United States","US","NJ","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LDO  ","Landover, MD","US","MD","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LDS  ","Leeds, United Kingdom","GB","","Y","Y","1993-06-11 23:22:56","1993-06-11 23:22:56","LS2BATCH","LS2BATCH","",""
"LDY  ","Londonderry, NH","US","NH","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEA  ","Leatherhead, United Kingdom","GB","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEB  ","Lebanon, PA","US","PA","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEC  ","Lecco, Italy","IT","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEE  ","Leek, United Kingdom","GB","","Y","Y","1993-06-11 23:22:56","1993-06-11 23:22:56","LS2BATCH","LS2BATCH","",""
"LEH  ","Lehigh, PA","US","PA","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEI  ","Leiden, Netherlands","NL","","Y","Y","1993-06-11 23:22:56","1993-06-11 23:22:56","LS2BATCH","LS2BATCH","",""
"LEL  ","Lake Elsinore, CA","US","CA","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEM  ","Leamington Spa, United Kingdom","GB","","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEN  ","Lena, WI","US","WI","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"LEO  ","Leonia, NJ","US","NJ","N","Y","1993-06-11 23:22:56","2019-04-03 23:46:03","LS2BATCH","LS2BATCH","",""
"CON  ","Concord, NH","US","NH","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:59","LS2BATCH","LS2BATCH","",""
"CONMA","Concord, MA","US","MA","N","Y","1995-07-24 11:35:33","2019-04-03 23:44:59","LS2BATCH","LS2BATCH","",""
"COO  ","Coos Bay, OR","US","OR","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:59","LS2BATCH","LS2BATCH","",""
"COP  ","Copenhagen, Denmark","DK","","Y","Y","1993-06-11 23:22:46","1993-06-11 23:22:46","LS2BATCH","LS2BATCH","",""
"COR  ","Corpus Christi, TX","US","TX","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:59","LS2BATCH","LS2BATCH","",""
"COS  ","Coastal Bend, TX","US","TX","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:59","LS2BATCH","LS2BATCH","",""
"COST ","Convent Station, NJ","US","NJ","N","Y","1996-05-07 14:02:02","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"COT  ","Cortland, NY","US","NY","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"COU  ","Colusa, CA","US","CA","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"COV  ","Coventry, United Kingdom","GB","","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"COW  ","Cowes, United Kingdom","GB","","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"COY  ","Coal City, IL","US","IL","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPF  ","Capital Federal, Argentina","AR","","N","Y","1997-11-12 14:49:10","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPG  ","Champaign, IL","US","IL","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPH  ","Camp Hill, PA","US","PA","N","Y","1993-06-11 23:22:46","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPI  ","Copiague, NY","US","NY","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPL  ","Chapel Hill, NC","US","NC","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPT  ","Coppet, Switzerland","CH","","Y","Y","1993-06-11 23:22:47","2019-04-03 23:45:00","LS2BATCH","LS2BATCH","",""
"CPV  ","Carpentersville, IL","US","IL","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CPW  ","Chepstow, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CR   ","Carno, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRA  ","Crawley, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRC  ","Centereach, NY","US","NY","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRD  ","Croydon, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRE  ","Crew, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRF  ","Cranford, NJ","US","NJ","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRG  ","Carouge, Switzerland","CH","","Y","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRI  ","Corrientes, Argentina","AR","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRK  ","Cresskill, NJ","US","NJ","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRL  ","Carlisle, United Kingdom","GB","","Y","Y","1993-06-11 23:22:47","2019-04-03 23:45:01","LS2BATCH","LS2BATCH","",""
"CRM  ","Carmel, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRN  ","Cranbury, NJ","US","NJ","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRO  ","Carrollton, GA","US","GA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRR  ","Cross River, NY","US","NY","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRS  ","Caracas, Venezuela","VE","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRT  ","Carrollton, TX","US","TX","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRV  ","Charlottesville, VA","US","VA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRW  ","Crowthorne, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CRY  ","Cooroy, QLD,Australia","AU","","Y","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","","QLD  "
"CSD  ","Carlstadt, NJ","US","NJ","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CSE  ","Chelsea, MA","US","MA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CSL  ","Carlisle, PA","US","PA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:02","LS2BATCH","LS2BATCH","",""
"CSM  ","Con Mills, Canada","CA","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CSN  ","Carson, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CSP  ","Colorado Springs, CO","US","CO","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CSS  ","Cohasset, MA","US","MA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CST  ","Castlebar, Ireland","IE","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CSW  ","Casper, WY","US","WY","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTA  ","Calcutta, India","IN","","N","Y","1993-06-11 23:22:47","2019-04-05 12:05:00","LS2BATCH","BRIANMOK","",""
"CTB  ","Cantabury, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTE  ","Charlotte, VT","US","VT","N","Y","1995-07-24 11:41:20","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTF  ","Chesterfield, United Kingdom","GB","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTG  ","Coconut Grove, FL","US","FL","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTI  ","Creteil, France","FR","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTL  ","Cataluna, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTM  ","Chatham, NJ","US","NJ","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:03","LS2BATCH","LS2BATCH","",""
"CTN  ","Chestnut Hill, MA","US","MA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CTO  ","Canutilo, TX","US","TX","N","Y","1996-12-05 11:31:08","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CTR  ","Cartaret, NJ","US","NJ","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CTS  ","Catoosa, OK","US","OK","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CTT  ","Chilette, WY","US","WY","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CTV  ","Cartersville, GA","US","GA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUC  ","Cucamonqa, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUD  ","Cudahy, WI","US","WI","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUE  ","Cuenca, Ecuador","EC","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUI  ","Cuidad, Argentina","AR","","N","Y","1996-12-20 16:15:23","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUL  ","Columbia, SC","US","SC","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUO  ","Curacao, Neth. Antilles","AN","","N","Y","1995-06-20 09:20:03","2019-04-03 23:45:04","LS2BATCH","LS2BATCH","",""
"CUP  ","Cupertino, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CUR  ","Willemstad, Neth. Antilles","AN","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CUV  ","Culver City, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CVL  ","Coalville, UT","US","UT","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CVN  ","Covina, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CVR  ","Cheverly, MD","US","MD","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CVS  ","Chula Vista, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CWD  ","Chatswood, NSW,Australia","AU","","Y","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","","NSW  "
"CYA  ","Cuyahoga, OH","US","OH","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CYM  ","Claymont, DE","US","DE","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CYN  ","Cynthiana, KY","US","KY","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CYP  ","Cypress, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:05","LS2BATCH","LS2BATCH","",""
"CYV  ","Cherryville, NC","US","NC","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"D    ","Dallas, TX","US","TX","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAC  ","Dacca, Bangladesh","BD","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAD  ","Dade, FL","US","FL","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAH  ","Dhahran, Saudi Arabia","SA","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAM  ","Damascus, Syria","SY","","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAN  ","Danbury, CT","US","CT","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAR  ","Darien, CT","US","CT","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DARIL","Darien, IL","US","IL","N","Y","1994-06-10 13:55:15","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAV  ","Danvers, MA","US","MA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DAY  ","Dayton, OH","US","OH","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DB   ","Dublin, Ireland","IE","","Y","Y","1993-06-11 23:22:47","1993-06-11 23:22:47","LS2BATCH","LS2BATCH","",""
"DBI  ","Dubai, United Arab Emirates","AE","","Y","Y","1993-06-11 23:22:47","1993-06-11 23:22:47","LS2BATCH","LS2BATCH","",""
"DBL  ","Dublin, CA","US","CA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DBO  ","Diablo, CA","US","CA","N","Y","1995-07-05 11:08:42","2019-04-03 23:45:06","LS2BATCH","LS2BATCH","",""
"DBQ  ","Dubuque, IA United States","US","IA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:07","LS2BATCH","LS2BATCH","",""
"DBY  ","Darby, MT","US","MT","N","Y","1995-08-01 09:03:01","2019-04-03 23:45:07","LS2BATCH","LS2BATCH","",""
"DCA  ","Decatur, TX","US","TX","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:07","LS2BATCH","LS2BATCH","",""
"DCR  ","Decatur, IL","US","IL","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:07","LS2BATCH","LS2BATCH","",""
"DCT  ","Decatur, GA","US","GA","N","Y","1993-06-11 23:22:47","2019-04-03 23:45:07","LS2BATCH","LS2BATCH","",""
"DDE  ","Dundee, United Kingdom","GB","","Y","Y","1993-06-11 23:22:47","1993-06-11 23:22:47","LS2BATCH","LS2BATCH","",""
"DDG  ","Dandenong, VIC,Australia","AU","","Y","Y","1993-06-11 23:22:47","2019-04-03 23:45:07","LS2BATCH","LS2BATCH","","VIC  "
"GNL  ","Grinnell, IA United States","US","IA","N","Y","1993-06-11 23:22:50","2019-04-03 23:45:33","LS2BATCH","LS2BATCH","",""
"GNO  ","Greensboro, NJ","US","NJ","N","Y","1996-07-31 15:59:08","2019-04-03 23:45:33","LS2BATCH","LS2BATCH","",""
"GNV  ","Gainesville, GA United States","US","GA","N","Y","1993-06-11 23:22:50","2019-04-03 23:45:33","LS2BATCH","LS2BATCH","",""
"GOE  ","Goettingen, Germany","DE","","N","Y","1993-06-11 23:22:50","2019-04-03 23:45:33","LS2BATCH","LS2BATCH","",""
"GOL  ","Golden, CO","US","CO","N","Y","1993-06-11 23:22:50","2019-04-03 23:45:34","LS2BATCH","LS2BATCH","",""
"GOR  ","Gorinchen, Netherlands","NL","","N","Y","1993-06-11 23:22:50","2019-04-03 23:45:34","LS2BATCH","LS2BATCH","",""
"GOS  ","Goshen, IN","US","IN","N","Y","1993-06-11 23:22:50","2019-04-03 23:45:34","LS2BATCH","LS2BATCH","",""
"INC  ","Inchon, Korea, Republic of","KR","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:49","LS2BATCH","LS2BATCH","",""
"IND  ","Indianapolis, IN,United States","US","IN","Y","Y","1993-06-11 23:22:53","2019-04-03 23:45:49","LS2BATCH","LS2BATCH","",""
"INF  ","In Frost, NY","US","NY","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:49","LS2BATCH","LS2BATCH","",""
"INH  ","Ingelheim, Germany","DE","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"INM  ","Inman, SC","US","SC","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"INN  ","Innsbruck, Austria","AT","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"INP  ","Indiana, PA","US","PA","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"INW  ","Inwood, NY","US","NY","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"IPS  ","Ipswich, United Kingdom","GB","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"IRG  ","Irrigon, OR","US","OR","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"IRN  ","Irving, TX","US","TX","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"IRV  ","Irvine, CA,United States","US","CA","Y","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"IRW  ","Irwindale, CA","US","CA","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"ISD  ","Islamabad, Pakistan","PK","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"ISE  ","Isehara City, Japan","JP","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"ISH  ","Ishpeming, MI","US","MI","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"ISL  ","Isleworth, United Kingdom","GB","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:50","LS2BATCH","LS2BATCH","",""
"ISN  ","Iselin, NJ,United States","US","NJ","Y","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"IST  ","Istanbul, Turkey","TR","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"ITH  ","Ithaca, NY","US","NY","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"ITS  ","Itasca, IL","US","IL","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"IWC  ","Iowa City, IA","US","IA","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"IZM  ","Izmir, Turkey","TR","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JAC  ","Jackson, MS","US","MS","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JAK  ","Jakarta, Indonesia","ID","","Y","Y","1993-06-11 23:22:53","1993-06-11 23:22:53","LS2BATCH","LS2BATCH","",""
"JAM  ","Jamesburg, NJ","US","NJ","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JAN  ","Janesville, WI","US","WI","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JAS  ","Jasper, TN","US","TN","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JAW  ","Jamestown, NY","US","NY","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JAX  ","Jackson, MI","US","MI","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:51","LS2BATCH","LS2BATCH","",""
"JB   ","Johannesburg, South Africa","ZA","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:52","LS2BATCH","LS2BATCH","",""
"JBC  ","Jenbach, Australia","AU","","N","Y","1993-06-11 23:22:53","2019-04-03 23:45:52","LS2BATCH","LS2BATCH","",""
"JCK  ","Jackson, NJ","US","NJ","N","Y","1993-06-11 23:22:54","2019-04-03 23:45:52","LS2BATCH","LS2BATCH","",""
"JCV  ","Jacksonville, TX","US","TX","N","Y","1993-06-11 23:22:54","2019-04-03 23:45:52","LS2BATCH","LS2BATCH","",""
"JCY  ","Jersey City, NJ,United States","US","NJ","Y","Y","1993-06-11 23:22:54","2019-04-03 23:45:52","LS2BATCH","LS2BATCH","",""
"JEA  ","Jean, NV","US","NV","N","Y","1995-03-15 13:05:56","2019-04-03 23:45:52","LS2BATCH","LS2BATCH","",""
"JED  ","Jeddah, Saudi Arabia","SA","","Y","Y","1993-06-11 23:22:54","1993-06-11 23:22:54","LS2BATCH","LS2BATCH","",""
