"VAH_RID_VAL_HIST","VAH_RID_OWNER","VAH_CDE_OWNER_TYPE","VAH_CDE_VALUE_TYPE","VAH_DTE_START","VAH_DTE_END","VAH_DEC_VALUE","VAH_IND_VALUE","VAH_UID_REC_CREATE","VAH_UID_REC_UPDATE","VAH_TSP_REC_CREATE","VAH_TSP_REC_UPDATE","VAH_TXT_VALUE","VAH_CDE_BRANCH"
"4DEG5D3E","4DEG5D0K","ORT  ","RWBRT","2020-06-03 00:00:00","","0.02","","JAQUITAN","JAQUITAN","2020-09-07 16:39:35","2020-09-07 16:39:35","","CG852"
"4DEG5D3P","4DEG5D0K","ORT  ","OSTRT","2020-06-03 00:00:00","","0.02","","JAQUITAN","JAQUITAN","2020-09-07 16:39:35","2020-09-07 16:39:35","","CG852"
"4DEHSBM0","4DEHSBLZ","NCS  ","FRS  ","2020-07-10 00:00:00","","0","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","",""
"4DEHSBM2","41EHS9YK","OST  ","OSTFX","2020-07-10 00:00:00","","1","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","","CG852"
"4DEHSBM3","41EHS9YR","ORT  ","PCTRF","2020-07-10 00:00:00","","1","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","LAST","CG852"
"4DEHSBM4","41EHS9YK","OST  ","RPRGF","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","7D","CG852"
"4DEHSBM5","41EHS9YK","OST  ","RDGIF","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","1/8","CG852"
"4DEHSBM6","41EHS9YK","OST  ","RDGFM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","NONE","CG852"
"4DEHSBM7","41EHS9YK","OST  ","RDGDP","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","3","CG852"
"4DEHSBM8","41EHS9YK","OST  ","RDGDM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","NONE","CG852"
"4DEHSBM9","41EHS9YK","OST  ","RDGAM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","BASEF","CG852"
"4DEHSBMA","41EHS9YR","ORT  ","ALLIN","2020-07-10 00:00:00","","0.04","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","","CG852"
"4DEHSBMT","41EHS9YK","OST  ","OSTPO","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","EURLI","CG852"
"4DEHSBMX","41EHS9YR","ORT  ","OSTSD","2020-07-10 00:00:00","","0.02","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","","CG852"
"4DEHSBMZ","41EHS9YR","ORT  ","OSTNM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","NMFCF","CG852"
"4DEHSBN1","41EHS9YR","ORT  ","OSTNA","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","","CG852"
"4DEHSBN3","41EHS9YR","ORT  ","OSTRB","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:40:36","2020-10-09 10:40:36","G365","CG852"
"4DEHSBUB","4DEHSBUA","NCS  ","FRS  ","2020-07-10 00:00:00","","0","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","",""
"4DEHSBUD","4DEHSBUC","NCS  ","FRS  ","2020-07-10 00:00:00","","0","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","",""
"4DEHSBUF","41EHSAC9","OST  ","OSTFX","2020-07-10 00:00:00","","1","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","","CG852"
"4DEHSBUG","41EHSACI","ORT  ","PCTRF","2020-07-10 00:00:00","","1","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","LAST","CG852"
"4DEHSBUH","41EHSAC9","OST  ","RPRGF","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","7D","CG852"
"4DEHSBUI","41EHSAC9","OST  ","RDGIF","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","1/8","CG852"
"4DEHSBUJ","41EHSAC9","OST  ","RDGFM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","NONE","CG852"
"4DEHSBUK","41EHSAC9","OST  ","RDGDP","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","3","CG852"
"4DEHSBUL","41EHSAC9","OST  ","RDGDM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","NONE","CG852"
"4DEHSBUM","41EHSAC9","OST  ","RDGAM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","BASEF","CG852"
"4DEHSBUN","41EHSACI","ORT  ","ALLIN","2020-07-10 00:00:00","","0.04","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","","CG852"
"4DEHSBV8","41EHSAC9","OST  ","OSTPO","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","EURLI","CG852"
"4DEHSBVC","41EHSACI","ORT  ","OSTSD","2020-07-10 00:00:00","","0.02","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","","CG852"
"4DEHSBVE","41EHSACI","ORT  ","OSTNM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","NMFCF","CG852"
"4DEHSBVG","41EHSACI","ORT  ","OSTNA","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","","CG852"
"4DEHSBVI","41EHSACI","ORT  ","OSTRB","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:42:45","2020-10-09 10:42:45","G365","CG852"
"4EEHRW2Q","49EHRV6J","IBC  ","OSTFX","2021-01-28 00:00:00","","1","","MGRRON01","MGRRON01","2020-10-09 06:42:29","2020-10-09 06:42:29","",""
"4GEHSB0Q","4GEHSB0P","DFR  ","DEAFR","2020-07-10 00:00:00","","1","","ARFELI01","ARFELI01","2020-10-09 11:32:52","2020-10-09 11:32:52","","CG852"
"4GEHSB37","4GEHSB36","DFR  ","DEAFR","2020-07-10 00:00:00","","1","","ARFELI01","ARFELI01","2020-10-09 11:58:20","2020-10-09 11:58:20","","CG852"
"4GEHSB5O","4GEHSB5N","DFR  ","DEAFR","2020-07-10 00:00:00","","1","","ARFELI01","ARFELI01","2020-10-09 12:17:05","2020-10-09 12:17:05","","CG852"
"4GEHSB85","4GEHSB84","DFR  ","DEAFR","2020-07-10 00:00:00","","1","","ARFELI01","ARFELI01","2020-10-09 12:42:14","2020-10-09 12:42:14","","CG852"
"4HEHS9JT","4HEHS9JS","NCS  ","FRS  ","2020-07-10 00:00:00","","0","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","",""
"4HEHS9JV","4HEHS9JU","NCS  ","FRS  ","2020-07-10 00:00:00","","0","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","",""
"4HEHS9JX","4MEHS8E8","OST  ","OSTFX","2020-07-10 00:00:00","","1","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","","CG852"
"4HEHS9JY","4MEHS8EH","ORT  ","PCTRF","2020-07-10 00:00:00","","1","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","LAST","CG852"
"4HEHS9JZ","4MEHS8E8","OST  ","RPRGF","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","1D","CG852"
"4HEHS9K0","4MEHS8E8","OST  ","RDGIF","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","1/8","CG852"
"4HEHS9K1","4MEHS8E8","OST  ","RDGFM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","NONE","CG852"
"4HEHS9K2","4MEHS8E8","OST  ","RDGDP","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","3","CG852"
"4HEHS9K3","4MEHS8E8","OST  ","RDGDM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","NONE","CG852"
"4HEHS9K4","4MEHS8E8","OST  ","RDGAM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","BASEF","CG852"
"4HEHS9K5","4MEHS8EH","ORT  ","ALLIN","2020-07-10 00:00:00","","0.04","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","","CG852"
"4HEHS9KQ","4MEHS8E8","OST  ","OSTPO","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","EURLI","CG852"
"4HEHS9KU","4MEHS8EH","ORT  ","OSTSD","2020-07-10 00:00:00","","0.02","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","","CG852"
"4HEHS9KW","4MEHS8EH","ORT  ","OSTNM","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","NMFCF","CG852"
"4HEHS9KY","4MEHS8EH","ORT  ","OSTNA","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","","CG852"
"4HEHS9L0","4MEHS8EH","ORT  ","OSTRB","2020-07-10 00:00:00","","","","MANZANOM","MANZANOM","2020-10-09 10:29:43","2020-10-09 10:29:43","G365","CG852"
"4IEG5FCA","4IEG5FAO","ORT  ","OTPSS","2020-06-03 00:00:00","","","","JAQUITAN","JAQUITAN","2020-09-07 17:34:38","2020-09-07 17:34:38","OFF","CG852"
"4IEG5FCB","4IEG5FAO","ORT  ","OSTPS","2020-06-03 00:00:00","","0","","JAQUITAN","JAQUITAN","2020-09-07 17:34:38","2020-09-07 17:34:38","","CG852"
"4IEG5FDI","4IEG5FAO","ORT  ","RWBRT","2020-06-03 00:00:00","","0.02","","JAQUITAN","JAQUITAN","2020-09-07 17:34:45","2020-09-07 17:34:45","","CG852"
"4IEG5FDT","4IEG5FAO","ORT  ","OSTRT","2020-06-03 00:00:00","","0.02","","JAQUITAN","JAQUITAN","2020-09-07 17:34:45","2020-09-07 17:34:45","","CG852"
"4IEK4EUE","4IEK4EUD","NCS  ","FRS  ","2021-12-08 00:00:00","","0","","MGRRON01","MGRRON01","2020-11-23 21:08:13","2020-11-23 21:08:13","",""
"4MEHS8HO","4MEHS8EH","ORT  ","OTPSS","2020-07-10 00:00:00","","","","SMANZANO","SMANZANO","2020-10-09 10:25:43","2020-10-09 10:25:43","OFF","CG852"
"4MEHS8HP","4MEHS8EH","ORT  ","OSTPS","2020-07-10 00:00:00","","0","","SMANZANO","SMANZANO","2020-10-09 10:25:43","2020-10-09 10:25:43","","CG852"
"4MEHS8IC","4MEHS8EH","ORT  ","RWBRT","2020-07-10 00:00:00","","0.02","","SMANZANO","SMANZANO","2020-10-09 10:25:48","2020-10-09 10:25:48","","CG852"
"4MEHS8IZ","4MEHS8EH","ORT  ","OSTRT","2020-07-10 00:00:00","","0.02","","SMANZANO","SMANZANO","2020-10-09 10:25:48","2020-10-09 10:25:48","","CG852"
"4OEHBV6A","4OEHBV69","NCS  ","FRS  ","2020-07-09 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","",""
"4OEHBV6C","4.EHBQJE","OST  ","OSTFX","2020-07-09 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","","CG852"
"4OEHBV6D","4.EHBQJL","ORT  ","PCTRF","2020-07-09 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","LAST","CG852"
"4OEHBV6E","4.EHBQJE","OST  ","RDGIF","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","1/8","CG852"
"4OEHBV6F","4.EHBQJE","OST  ","RDGFM","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","NONE","CG852"
"4OEHBV6G","4.EHBQJE","OST  ","RDGDP","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","3","CG852"
"4OEHBV6H","4.EHBQJE","OST  ","RDGDM","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","NONE","CG852"
"4OEHBV6I","4.EHBQJE","OST  ","RDGAM","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","BASEF","CG852"
"4OEHBV6J","4.EHBQJL","ORT  ","ALLIN","2020-07-09 00:00:00","","0.043","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","","CG852"
"4OEHBV6X","4.EHBQJE","OST  ","OSTPO","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","FIXED","CG852"
"4OEHBV71","4.EHBQJL","ORT  ","OSTSD","2020-07-09 00:00:00","","0.023","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","","CG852"
"4OEHBV73","4.EHBQJL","ORT  ","OSTNM","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","NMFCF","CG852"
"4OEHBV75","4.EHBQJL","ORT  ","OSTNA","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","","CG852"
"4OEHBV77","4.EHBQJL","ORT  ","OSTRB","2020-07-09 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-30 14:35:19","2020-09-30 14:35:19","G365","CG852"
"4VEK4HKE","4VEK4HKD","NCS  ","FRS  ","2021-12-08 00:00:00","","0","","MGRRON01","MGRRON01","2020-11-23 21:46:28","2020-11-23 21:46:28","",""
"5!EDKYEM","Q+EDKVCZ","DEA  ","PSPD ","2020-05-27 00:00:00","","","N","FJMGRAM ","FJMGRAM ","2020-07-19 19:03:29","2020-07-19 19:03:29","","CG852"
"5!EDKYGE","Q+EDKVGH","FEE  ","FEERT","2020-05-27 00:00:00","","0.0175","","FJMGRAM ","FJMGRAM ","2020-07-19 19:04:24","2020-07-19 19:04:24","","CG852"
"5!EDKYGQ","Q+EDKWM4","FEE  ","FEERT","2020-05-27 00:00:00","","0.0175","","FJMGRAM ","FJMGRAM ","2020-07-19 19:04:24","2020-07-19 19:04:24","","CG852"
"5!EDKYH2","Q+EDKVZT","FEE  ","FEERT","2020-05-27 00:00:00","","0.0175","","FJMGRAM ","FJMGRAM ","2020-07-19 19:04:24","2020-07-19 19:04:24","","CG852"
"5!EDKYH4","Q+EDKW7K","FAC  ","FMTDT","2020-05-27 00:00:00","","","","FJMGRAM ","FJMGRAM ","2020-07-19 19:04:24","2020-07-19 19:04:24","2025-05-26","CG852"
"5!EDKYH5","Q+EDKVL5","FAC  ","FMTDT","2020-05-27 00:00:00","","","","FJMGRAM ","FJMGRAM ","2020-07-19 19:04:24","2020-07-19 19:04:24","2025-05-26","CG852"
"5!EDKYH7","Q+EDKVFH","FAC  ","FMTDT","2020-05-27 00:00:00","","","","FJMGRAM ","FJMGRAM ","2020-07-19 19:04:24","2020-07-19 19:04:24","2025-05-26","CG852"
"5#EFXVHQ","5#EFXVHI","FRCVR","FREC ","2018-06-26 00:00:00","","","","INPROS01","INPROS01","2020-09-03 14:29:21","2020-09-03 14:29:21","RE_RES",""
"5+EHOSPJ","W1EGYT8B","ORT  ","RWBRT","2020-07-07 00:00:00","","0.02","","C116594 ","C116594 ","2020-10-07 17:08:09","2020-10-07 17:08:09","","CG852"
"5+EHOSPU","W1EGYT8B","ORT  ","OSTRT","2020-07-07 00:00:00","","0.02","","C116594 ","C116594 ","2020-10-07 17:08:09","2020-10-07 17:08:09","","CG852"
"5+EHOSSO","5+EHOSQP","ORT  ","OTPSS","2020-07-10 00:00:00","","","","C116594 ","C116594 ","2020-10-07 17:20:32","2020-10-07 17:20:32","OFF","CG852"
"5+EHOSSP","5+EHOSQP","ORT  ","OSTPS","2020-07-10 00:00:00","","0","","C116594 ","C116594 ","2020-10-07 17:20:32","2020-10-07 17:20:32","","CG852"
"5+EHOST5","5+EHOSQP","ORT  ","RWBRT","2020-07-10 00:00:00","","0.02","","C116594 ","C116594 ","2020-10-07 17:21:02","2020-10-07 17:21:02","","CG852"
"5+EHOST8","5+EHOSQP","ORT  ","OSTRT","2020-07-10 00:00:00","","0.02","","C116594 ","C116594 ","2020-10-07 17:21:02","2020-10-07 17:21:02","","CG852"
"5-EF2TMR","5-EF2TMQ","NCS  ","FRS  ","2020-08-07 00:00:00","","0","","DJRHSUPP","DJRHSUPP","2020-08-17 20:53:11","2020-08-17 20:53:11","",""
"5-EJEODE","5IEJENHI","IBC  ","OSTFX","2021-10-20 00:00:00","","1","","MGRRON02","MGRRON02","2020-11-09 23:59:36","2020-11-09 23:59:36","",""
"57EHOZ0A","Q:EHOY43","IBC  ","OSTFX","2021-01-26 00:00:00","","1","","MGRRON01","MGRRON01","2020-10-07 15:50:11","2020-10-07 15:50:11","",""
"59EFXLPE","59EFXLP6","FRCVR","FREC ","2018-06-26 00:00:00","","","","INPROS01","INPROS01","2020-09-03 11:14:47","2020-09-03 11:14:47","RE_RES",""
"5BEK0ADG","U0E4ND67","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148989996811614","","LOANIQ01","LOANIQ01","2020-11-21 17:10:17","2020-11-21 17:10:17","",""
"5BEK0AEB","U0E4ND6H","CCY  ","CCYFX","2020-10-10 00:00:00","","12.2324159021407","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AF6","U0E4ND6R","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149007979377296","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AG1","U0E4ND71","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149013086329241","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AGW","U0E4ND7B","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149009755668704","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AHR","U0E4ND7L","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149014640688448","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AIM","U0E4ND7V","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148998210531492","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AJH","U0E4ND85","CCY  ","CCYFX","2020-10-10 00:00:00","","12.2309197651663","","LOANIQ01","LOANIQ01","2020-11-21 17:10:18","2020-11-21 17:10:18","",""
"5BEK0AKC","U0E4ND8F","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148999764580372","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0AL7","U0E4ND8P","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148996434515322","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0AM2","U0E4ND8Z","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148988220991248","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0AMX","U0E4ND99","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148986667183154","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0ANS","U0E4ND9J","CCY  ","CCYFX","2020-10-10 00:00:00","","1.34998312521094","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0AON","U0E4ND9T","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149011309958426","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0API","U0E4NDAD","CCY  ","CCYFX","2020-10-10 00:00:00","","0.148994880535905","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0AQD","U0E4NDA3","CCY  ","CCYFX","2020-10-10 00:00:00","","12.2309197651663","","LOANIQ01","LOANIQ01","2020-11-21 17:10:19","2020-11-21 17:10:19","",""
"5BEK0AR8","U0E4NDAN","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149001540675931","","LOANIQ01","LOANIQ01","2020-11-21 17:10:20","2020-11-21 17:10:20","",""
"5BEK0AS3","U0E4NDAX","CCY  ","CCYFX","2020-10-10 00:00:00","","0.14899155068916","","LOANIQ01","LOANIQ01","2020-11-21 17:10:20","2020-11-21 17:10:20","",""
"5BEK0ASY","U0E4NDB7","CCY  ","CCYFX","2020-10-10 00:00:00","","0.149003094794279","","LOANIQ01","LOANIQ01","2020-11-21 17:10:20","2020-11-21 17:10:20","",""
"5BEK2DQI","(JDP9HKS","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03153","","LOANIQ01","LOANIQ01","2020-11-22 20:18:05","2020-11-22 20:18:05","",""
"5BEK2DR7","RVEGB30A","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03153","","LOANIQ01","LOANIQ01","2020-11-22 20:18:12","2020-11-22 20:18:12","",""
"5BEK2DRR","(JDP9HLG","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03267","","LOANIQ01","LOANIQ01","2020-11-22 20:18:13","2020-11-22 20:18:13","",""
"5BEK2DSE","$=EC8RV7","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03267","","LOANIQ01","LOANIQ01","2020-11-22 20:18:14","2020-11-22 20:18:14","",""
"5BEK2DST","(JDP9HQO","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03291","","LOANIQ01","LOANIQ01","2020-11-22 20:18:14","2020-11-22 20:18:14","",""
"5BEK2DT7","I-EDS24D","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03291","","LOANIQ01","LOANIQ01","2020-11-22 20:18:14","2020-11-22 20:18:14","",""
"5BEK2DTJ","(JDP9HL8","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03221","","LOANIQ01","LOANIQ01","2020-11-22 20:18:15","2020-11-22 20:18:15","",""
"5BEK2DU1","I-EDS25F","FRA  ","FRA  ","2020-01-03 00:00:00","","0.03221","","LOANIQ01","LOANIQ01","2020-11-22 20:18:16","2020-11-22 20:18:16","",""
"5BEK2G9J","$=EBZG5X","FRA  ","FRA  ","2020-10-10 00:00:00","","0.0225","","LOANIQ01","LOANIQ01","2020-11-22 21:12:51","2020-11-22 21:12:51","",""
"5BEK2G9S","$=EC9XWK","FRA  ","FRA  ","2020-10-10 00:00:00","","0.0225","","LOANIQ01","LOANIQ01","2020-11-22 21:12:52","2020-11-22 21:12:52","",""
"5CEDML5P","5CEDML5O","NCS  ","FRS  ","2020-05-27 00:00:00","","0","","RPTMGR01","RPTMGR01","2020-07-20 16:09:50","2020-07-20 16:09:50","",""
"5CEFXQ41","5CEFXQ40","NCS  ","FRS  ","2020-10-13 00:00:00","","0","","DJRHAPRV","DJRHAPRV","2020-09-03 11:56:03","2020-09-03 11:56:03","",""
"5EEJEJ0W","Q.EJEGLJ","DEA  ","PSPD ","2021-10-15 00:00:00","","","N","CESSSUP1","CESSSUP1","2020-11-09 22:49:07","2020-11-09 22:49:07","","CG852"
"5EEJEJ21","Q.EJEGPL","FEE  ","FEERT","2021-10-15 00:00:00","","0.02","","CESSSUP1","CESSSUP1","2020-11-09 22:49:28","2020-11-09 22:49:28","","CG852"
"5EEJEJ23","Q.EJEGOA","FAC  ","FMTDT","2021-10-15 00:00:00","","","","CESSSUP1","CESSSUP1","2020-11-09 22:49:28","2020-11-09 22:49:28","2024-11-13","CG852"
"5KEFXKDN","5KEFXKDF","FRCVR","FREC ","2018-06-26 00:00:00","","","","INPROS01","INPROS01","2020-09-03 10:39:41","2020-09-03 10:39:41","RE_RES",""
"5KEHOUNA","N$EHN6FH","ORT  ","ALLIN","2020-05-29 00:00:00","","","N","LS2BATCH","LS2BATCH","2020-10-07 15:47:05","2020-10-07 15:47:05","","CG852"
"5KEHOUNC","7MEHN24N","ORT  ","ALLIN","2020-07-09 00:00:00","","","N","LS2BATCH","LS2BATCH","2020-10-07 15:47:05","2020-10-07 15:47:05","","CG852"
"5KEINZR5","U0E4ND67","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019849698086092","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:09","2020-11-17 14:05:11","",""
"5KEINZRR","U0E4ND6H","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","1.62969964635518","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:09","2020-11-17 14:05:12","",""
"5KEINZSD","U0E4ND6R","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019852105782343","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:09","2020-11-17 14:05:12","",""
"5KEINZSZ","U0E4ND71","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019852763961357","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:10","2020-11-17 14:05:12","",""
"5KEINZTL","U0E4ND7B","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019852326484215","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:10","2020-11-17 14:05:12","",""
"5KEINZU7","U0E4ND7L","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019852984677863","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:10","2020-11-17 14:05:13","",""
"5KEINZUT","U0E4ND7V","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019850793495768","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:10","2020-11-17 14:05:14","",""
"5KEINZVF","U0E4ND85","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","1.62948720037804","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:10","2020-11-17 14:05:14","",""
"5KEINZW1","U0E4ND8F","CCY  ","CCYFX","2018-08-18 00:00:00","2018-11-30 00:00:00","0.019851010227836","N","LOANIQ01","LOANIQ01","2020-10-26 15:16:10","2020-11-17 14:05:14","",""
