"LGE_RID_EVENT","LGE_CHR_USER_ID","LGE_CHR_LOGIN_ID","LGE_CHR_NODE","LGE_CDE_EVENT","LGE_TXT_COMMENT","LGE_TSP_REC_CREATE","LGE_TSP_REC_UPDATE","LGE_UID_REC_CREATE","LGE_UID_REC_UPDATE"
"3REFEQHG","FI717102","FI717102                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-24 15:36:52","2020-08-24 15:36:52","LS2LOCK ","LS2LOCK "
"36EFEQHZ","ADMIN1  ","ADMIN1                                                          ","00000AF2189E","SLGIN","SuccessfulLogin","2020-08-24 15:37:11","2020-08-24 15:37:11","LS2LOCK ","LS2LOCK "
"3WEFEQQX","DJRHINPT","DJRHINPT                                                        ","00000A7520C0","SLGIN","SuccessfulLogin","2020-08-24 15:42:33","2020-08-24 15:42:33","LS2LOCK ","LS2LOCK "
"31EFEQYX","ADMIN1  ","ADMIN1                                                          ","00000AF2189E","SLGIN","SuccessfulLogin","2020-08-24 15:47:21","2020-08-24 15:47:21","LS2LOCK ","LS2LOCK "
"3DEFER43","JOBINP  ","JOBINP                                                          ","00000AF2189E","SLGIN","SuccessfulLogin","2020-08-24 15:50:27","2020-08-24 15:50:27","LS2LOCK ","LS2LOCK "
"3SEFERWG","JAQUITAN","JAQUITAN                                                        ","00000A752084","SLGIN","SuccessfulLogin","2020-08-24 16:07:28","2020-08-24 16:07:28","LS2LOCK ","LS2LOCK "
"3NEFES95","JAQUITAN","JAQUITAN                                                        ","00000A752084","SLGIN","SuccessfulLogin","2020-08-24 16:15:05","2020-08-24 16:15:05","LS2LOCK ","LS2LOCK "
"3XEFES9Z","LIQUSR05","LIQUSR05                                                        ","00000A15D819","SLGIN","SuccessfulLogin","2020-08-24 16:15:35","2020-08-24 16:15:35","LS2LOCK ","LS2LOCK "
"3IEFESA2","JANICEA1","JANICEA1                                                        ","00000A752084","SLGIN","SuccessfulLogin","2020-08-24 16:15:38","2020-08-24 16:15:38","LS2LOCK ","LS2LOCK "
"(4EFEU8Z","SMANZANO","SMANZANO                                                        ","00000AF21824","SLGIN","SuccessfulLogin","2020-08-24 16:58:11","2020-08-24 16:58:11","LS2LOCK ","LS2LOCK "
"(UEFEUJT","RPTINP01","RPTINP01                                                        ","00000AF21886","SLGIN","SuccessfulLogin","2020-08-24 17:04:41","2020-08-24 17:04:41","LS2LOCK ","LS2LOCK "
"(ZEFEUL2","JOBINP  ","JOBINP                                                          ","00000A75208F","SLGIN","SuccessfulLogin","2020-08-24 17:05:26","2020-08-24 17:05:26","LS2LOCK ","LS2LOCK "
"(6EFF1HO","DHENDERS","DHENDERS                                                        ","00000A75204D","SLGIN","SuccessfulLogin","2020-08-24 19:34:36","2020-08-24 19:34:36","LS2LOCK ","LS2LOCK "
"(MEFF1NY","INPALN01","INPALN01                                                        ","00000A75204D","SLGIN","SuccessfulLogin","2020-08-24 19:38:22","2020-08-24 19:38:22","LS2LOCK ","LS2LOCK "
"(WEFF1W0","MANZANOS","MANZANOS                                                        ","00000AF21824","SLGIN","SuccessfulLogin","2020-08-24 19:43:12","2020-08-24 19:43:12","LS2LOCK ","LS2LOCK "
"(HEFF36S","MANZANOM","MANZANOM                                                        ","00000AF21824","SLGIN","SuccessfulLogin","2020-08-24 20:11:16","2020-08-24 20:11:16","LS2LOCK ","LS2LOCK "
"(1EFFYLK","LIQSVR04","LIQSVR04                                                        ","00000A15D819","SLGIN","SuccessfulLogin","2020-08-25 07:29:44","2020-08-25 07:29:44","LS2LOCK ","LS2LOCK "
"(=EFFZKR","LIQUSR05","LIQUSR05                                                        ","00000A15D819","SLGIN","SuccessfulLogin","2020-08-25 07:50:51","2020-08-25 07:50:51","LS2LOCK ","LS2LOCK "
"($EFFZVO","LIQSVR05","LIQSVR05                                                        ","00000A15D819","SLGIN","SuccessfulLogin","2020-08-25 07:57:24","2020-08-25 07:57:24","LS2LOCK ","LS2LOCK "
"(DEFG0X4","SMANZANO","SMANZANO                                                        ","00000AF21825","SLGIN","SuccessfulLogin","2020-08-25 08:19:52","2020-08-25 08:19:52","LS2LOCK ","LS2LOCK "
"(?EFG4BI","JANICEA1","JANICEA1                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 09:33:18","2020-08-25 09:33:18","LS2LOCK ","LS2LOCK "
"(SEFG4DI","JAQUITAN","JAQUITAN                                                        ","00000A75206E","SLGIN","SuccessfulLogin","2020-08-25 09:34:30","2020-08-25 09:34:30","LS2LOCK ","LS2LOCK "
"(7EFG4G7","CMARTILL","CMARTILL                                                        ","00000AF2183B","SLGIN","SuccessfulLogin","2020-08-25 09:36:07","2020-08-25 09:36:07","LS2LOCK ","LS2LOCK "
"DDEGIYM3","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 08:56:27","2020-09-15 08:56:27","LS2LOCK ","LS2LOCK "
"D?EGIYXK","INPDEL01","INPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 09:03:20","2020-09-15 09:03:20","LS2LOCK ","LS2LOCK "
"DBEGJ0M5","MGRDEL01","MGRDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 09:39:41","2020-09-15 09:39:41","LS2LOCK ","LS2LOCK "
"D5EGJ0RP","JOBMANGR","JOBMANGR                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 09:43:01","2020-09-15 09:43:01","LS2LOCK ","LS2LOCK "
"DLEGJ175","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 09:52:17","2020-09-15 09:52:17","LS2LOCK ","LS2LOCK "
"DVEGJ1AG","SUPDEL01","SUPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 09:54:16","2020-09-15 09:54:16","LS2LOCK ","LS2LOCK "
"?AEGJ1YF","JCUSR01 ","JCUSR01                                                         ","00000A15D87D","SLGIN","SuccessfulLogin","2020-09-15 10:08:39","2020-09-15 10:08:39","LS2LOCK ","LS2LOCK "
"?!EGJ26B","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 10:13:23","2020-09-15 10:13:23","LS2LOCK ","LS2LOCK "
"?PEGJ2BY","JOBSUPER","JOBSUPER                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 10:16:46","2020-09-15 10:16:46","LS2LOCK ","LS2LOCK "
"?*EGJ3U2","INPDEL01","INPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 10:49:14","2020-09-15 10:49:14","LS2LOCK ","LS2LOCK "
"S4EGJ41I","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 10:53:42","2020-09-15 10:53:42","LS2LOCK ","LS2LOCK "
"SKEGJ45H","INPDEL01","INPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 10:56:05","2020-09-15 10:56:05","LS2LOCK ","LS2LOCK "
"SUEGJ4AK","CFRANCIS","CFRANCIS                                                        ","00000A7520AF","SLGIN","SuccessfulLogin","2020-09-15 10:59:08","2020-09-15 10:59:08","LS2LOCK ","LS2LOCK "
"SFEGJ4GY","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:02:58","2020-09-15 11:02:58","LS2LOCK ","LS2LOCK "
"SZEGJ4ZB","JCUSR01 ","JCUSR01                                                         ","00000A15D87D","SLGIN","SuccessfulLogin","2020-09-15 11:13:59","2020-09-15 11:13:59","LS2LOCK ","LS2LOCK "
"S9EGJ54C","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:17:00","2020-09-15 11:17:00","LS2LOCK ","LS2LOCK "
"S)EGJ5BD","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:21:13","2020-09-15 11:21:13","LS2LOCK ","LS2LOCK "
"SEEGJ5KH","SUPDEL01","SUPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 11:26:41","2020-09-15 11:26:41","LS2LOCK ","LS2LOCK "
"S.EGJ5KZ","        ","ADMIN                                                           ","00000A7520A4","FLGIU","InvalidUser","2020-09-15 11:26:58","2020-09-15 11:26:58","LS2LOCK ","LS2LOCK "
"STEGJ5L6","ADMIN1  ","ADMIN1                                                          ","00000A7520A4","SLGIN","SuccessfulLogin","2020-09-15 11:27:06","2020-09-15 11:27:06","LS2LOCK ","LS2LOCK "
"S8EGJ5PG","INPDEL01","INPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 11:29:40","2020-09-15 11:29:40","LS2LOCK ","LS2LOCK "
"SYEGJ5YZ","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:35:23","2020-09-15 11:35:23","LS2LOCK ","LS2LOCK "
"S(EGJ6GI","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:45:54","2020-09-15 11:45:54","LS2LOCK ","LS2LOCK "
"S@EGJ6LO","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:49:00","2020-09-15 11:49:00","LS2LOCK ","LS2LOCK "
"SCEGJ6T8","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:53:32","2020-09-15 11:53:32","LS2LOCK ","LS2LOCK "
"S;EGJ6XC","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 11:56:00","2020-09-15 11:56:00","LS2LOCK ","LS2LOCK "
"S6EGJ76A","ADMIN1  ","ADMIN1                                                          ","00000A75205B","SLGIN","SuccessfulLogin","2020-09-15 12:01:22","2020-09-15 12:01:22","LS2LOCK ","LS2LOCK "
"SMEGJ76F","COPEINP ","COPEINP                                                         ","00000A7520A4","FLGWP","InvalidPassword","2020-09-15 12:01:26","2020-09-15 12:01:26","LS2LOCK ","LS2LOCK "
"S1EGJ7BJ","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 12:04:31","2020-09-15 12:04:31","LS2LOCK ","LS2LOCK "
"S$EGJ7IJ","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 12:08:43","2020-09-15 12:08:43","LS2LOCK ","LS2LOCK "
"SDEGJ7QK","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 12:13:32","2020-09-15 12:13:32","LS2LOCK ","LS2LOCK "
"S?EGJ7WK","        ","INPUTNCB                                                        ","00000A75205B","UNKEV","EventUnknown","2020-09-15 12:17:07","2020-09-15 12:17:07","LS2LOCK ","LS2LOCK "
"SSEGJ7X4","        ","INPUTNCB                                                        ","00000A75205B","UNKEV","EventUnknown","2020-09-15 12:17:28","2020-09-15 12:17:28","LS2LOCK ","LS2LOCK "
"SNEGJ7X6","INPUTNCB","INPUTNCB                                                        ","00000A75205B","SLGIN","SuccessfulLogin","2020-09-15 12:17:30","2020-09-15 12:17:30","LS2LOCK ","LS2LOCK "
"SXEGJ8B9","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 12:25:57","2020-09-15 12:25:57","LS2LOCK ","LS2LOCK "
"SIEGJ8GB","MGRDEL01","MGRDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 12:28:59","2020-09-15 12:28:59","LS2LOCK ","LS2LOCK "
"S2EGJ8JR","INPDEL01","INPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 12:31:03","2020-09-15 12:31:03","LS2LOCK ","LS2LOCK "
"S-EGJ8N2","MGRDEL01","MGRDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 12:33:02","2020-09-15 12:33:02","LS2LOCK ","LS2LOCK "
"S#EGJ8RC","INPDEL01","INPDEL01                                                        ","00000A75203C","SLGIN","SuccessfulLogin","2020-09-15 12:35:36","2020-09-15 12:35:36","LS2LOCK ","LS2LOCK "
"SBEGJ90N","DANUSR01","DANUSR01                                                        ","00000A752018","SLGIN","SuccessfulLogin","2020-09-15 12:41:11","2020-09-15 12:41:11","LS2LOCK ","LS2LOCK "
"S:EGJ95I","ADMIN1  ","ADMIN1                                                          ","00000A7520A4","SLGIN","SuccessfulLogin","2020-09-15 12:44:06","2020-09-15 12:44:06","LS2LOCK ","LS2LOCK "
"S5EGJ9D1","        ","COPEINP                                                         ","00000A7520A4","UNKEV","EventUnknown","2020-09-15 12:48:36","2020-09-15 12:48:36","LS2LOCK ","LS2LOCK "
"SLEGJ9DK","        ","COPEINP                                                         ","00000A7520A4","UNKEV","EventUnknown","2020-09-15 12:48:56","2020-09-15 12:48:56","LS2LOCK ","LS2LOCK "
"SGEGJ9DM","COPEINP ","COPEINP                                                         ","00000A7520A4","SLGIN","SuccessfulLogin","2020-09-15 12:48:58","2020-09-15 12:48:58","LS2LOCK ","LS2LOCK "
"S0EGJ9DS","RPTSUP01","RPTSUP01                                                        ","00000A752089","FLGWP","InvalidPassword","2020-09-15 12:49:03","2020-09-15 12:49:03","LS2LOCK ","LS2LOCK "
"S+EGJ9DW","RPTSUP01","RPTSUP01                                                        ","00000A752089","FLGWP","InvalidPassword","2020-09-15 12:49:08","2020-09-15 12:49:08","LS2LOCK ","LS2LOCK "
"2CEFLVGZ","INPALN01","INPALN01                                                        ","00000A75207B","SLGIN","SuccessfulLogin","2020-08-28 12:07:47","2020-08-28 12:07:47","LS2LOCK ","LS2LOCK "
"2:EFM5G0","SMANZANO","SMANZANO                                                        ","00000AF21A00","SLGIN","SuccessfulLogin","2020-08-28 15:43:12","2020-08-28 15:43:12","LS2LOCK ","LS2LOCK "
"2LEFM6VT","SMANZANO","SMANZANO                                                        ","00000AF21A00","SLGIN","SuccessfulLogin","2020-08-28 16:14:17","2020-08-28 16:14:17","LS2LOCK ","LS2LOCK "
"-4EFMA2I","INPCHER ","INPCHER                                                         ","00000A7520A3","SLGIN","SuccessfulLogin","2020-08-28 17:23:06","2020-08-28 17:23:06","LS2LOCK ","LS2LOCK "
"-UEFMAIM","INPCHER ","INPCHER                                                         ","00000A7520A3","SLGIN","SuccessfulLogin","2020-08-28 17:32:46","2020-08-28 17:32:46","LS2LOCK ","LS2LOCK "
"-FEFMANR","INPCHER ","INPCHER                                                         ","00000A7520A3","SLGIN","SuccessfulLogin","2020-08-28 17:35:51","2020-08-28 17:35:51","LS2LOCK ","LS2LOCK "
"-)EFMB90","MANZANOM","MANZANOM                                                        ","00000AF21A00","SLGIN","SuccessfulLogin","2020-08-28 17:48:36","2020-08-28 17:48:36","LS2LOCK ","LS2LOCK "
"-EEFMBXI","INPCHER ","INPCHER                                                         ","00000A7520A3","SLGIN","SuccessfulLogin","2020-08-28 18:03:18","2020-08-28 18:03:18","LS2LOCK ","LS2LOCK "
"-.EFMC5X","INPCHER ","INPCHER                                                         ","00000A7520A3","SLGIN","SuccessfulLogin","2020-08-28 18:08:21","2020-08-28 18:08:21","LS2LOCK ","LS2LOCK "
"-8EFMF61","DANUSR01","DANUSR01                                                        ","00000A752028","SLGIN","SuccessfulLogin","2020-08-28 19:13:13","2020-08-28 19:13:13","LS2LOCK ","LS2LOCK "
"-OEFMGDZ","LIQAPCP3","LIQAPCP3                                                        ","00000A754164","SLGIN","SuccessfulLogin","2020-08-28 19:39:35","2020-08-28 19:39:35","LS2LOCK ","LS2LOCK "
"-YEFMH4D","MGRDEL01","MGRDEL01                                                        ","00000A752069","SLGIN","SuccessfulLogin","2020-08-28 19:55:25","2020-08-28 19:55:25","LS2LOCK ","LS2LOCK "
"-JEFMH6P","INPDEL01","INPDEL01                                                        ","00000A752069","SLGIN","SuccessfulLogin","2020-08-28 19:56:49","2020-08-28 19:56:49","LS2LOCK ","LS2LOCK "
"-3EFMH98","MGRDEL01","MGRDEL01                                                        ","00000A752069","SLGIN","SuccessfulLogin","2020-08-28 19:58:20","2020-08-28 19:58:20","LS2LOCK ","LS2LOCK "
"-(EFMHCL","INPDEL01","INPDEL01                                                        ","00000A752069","SLGIN","SuccessfulLogin","2020-08-28 20:00:21","2020-08-28 20:00:21","LS2LOCK ","LS2LOCK "
"-@EFMHNO","DANUSR01","DANUSR01                                                        ","00000A75203B","SLGIN","SuccessfulLogin","2020-08-28 20:07:00","2020-08-28 20:07:00","LS2LOCK ","LS2LOCK "
"-;EFMKVH","DANUSR01","DANUSR01                                                        ","00000A75203B","SLGIN","SuccessfulLogin","2020-08-28 21:16:29","2020-08-28 21:16:29","LS2LOCK ","LS2LOCK "
