"RMA_RID_RMT_ASC","RMA_RID_RMT_CNTNR","RMA_RID_RMT_INST","RMA_UID_REC_UPDATE","RMA_UID_REC_CREATE","RMA_TSP_REC_UPDATE","RMA_TSP_REC_CREATE","RMA_IND_AUTO_DOIT","RMA_IND_HOST_CORRS","RMA_CDE_DBL_IMPCT","RMA_CDE_BRANCH"
")9EIAMEX",")9EIAME9","-#EGLXB8","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFE",")9EIAME9","6UE4ZZWB","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF5",")9EIAME9","-#EGM27Y","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFG",")9EIAME9","6UE501U6","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFF",")9EIAME9","6UE5010J","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFA",")9EIAME9","-#EGLVFD","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFD",")9EIAME9","-#EGM3HX","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","N","N","","CG852"
")9EIAMF8",")9EIAME9","-#EGLUQP","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF9",")9EIAME9","-#EGLTAU","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMEW",")9EIAME9","-#EGLWNX","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFC",")9EIAME9","-#EGM4A3","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF4",")9EIAME9","-#EGM1LV","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFH",")9EIAME9","6UE502IL","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMEY",")9EIAME9","-#EGLXXE","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF6",")9EIAME9","-#EGM2U1","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF1",")9EIAME9","-#EGLZRM","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMEZ",")9EIAME9","-#EGLYJH","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMFB",")9EIAME9","-#EGLW1G","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF0",")9EIAME9","-#EGLZ5K","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF2",")9EIAME9","-#EGM0DP","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF3",")9EIAME9","-#EGM0ZS","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")9EIAMF7",")9EIAME9","-#EGLU0B","DELINP01","DELINP01","2020-10-19 09:04:10","2020-10-19 09:04:10","Y","N","","CG852"
")(EIAR3J",")(EIAR3H","BDEDBA40","DELINP01","DELINP01","2020-10-19 10:32:54","2020-10-19 10:32:54","Y","N","","CG852"
")(EIAR4B",")(EIAR3M","-#EGLXXE","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4C",")(EIAR3M","-#EGLYJH","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4N",")(EIAR3M","-#EGLVFD","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4G",")(EIAR3M","-#EGM0ZS","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4E",")(EIAR3M","-#EGLZRM","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4I",")(EIAR3M","-#EGM27Y","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4S",")(EIAR3M","6UE5010J","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
"@5EI02ZK","@5EI02YE","6UE5010J","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z5","@5EI02YE","-#EGLZ5K","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZD","@5EI02YE","-#EGLUQP","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZA","@5EI02YE","-#EGM27Y","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z2","@5EI02YE","-#EGLXB8","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZH","@5EI02YE","-#EGM4A3","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZI","@5EI02YE","-#EGM3HX","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","N","N","","CG852"
"@5EI02ZF","@5EI02YE","-#EGLVFD","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z6","@5EI02YE","-#EGLZRM","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZE","@5EI02YE","-#EGLTAU","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZB","@5EI02YE","-#EGM2U1","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z1","@5EI02YE","-#EGLWNX","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZG","@5EI02YE","-#EGLW1G","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z9","@5EI02YE","-#EGM1LV","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZL","@5EI02YE","6UE501U6","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z3","@5EI02YE","-#EGLXXE","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZJ","@5EI02YE","6UE4ZZWB","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z7","@5EI02YE","-#EGM0DP","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z8","@5EI02YE","-#EGM0ZS","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZC","@5EI02YE","-#EGLU0B","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02Z4","@5EI02YE","-#EGLYJH","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
"@5EI02ZM","@5EI02YE","6UE502IL","LIQUSR05","LIQUSR05","2020-10-13 14:24:22","2020-10-13 14:24:22","Y","N","","CG852"
")(EIAR4L",")(EIAR3M","-#EGLUQP","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
"O#EIBD8I","O#EIBD8G","ACEHQQK9","CESSINP1","CESSINP1","2020-10-19 18:48:47","2020-10-19 18:48:47","Y","N","","CG852"
"O#EIBD8W","O#EIBD8K","FPE4MROR","CESSINP1","CESSINP1","2020-10-19 18:50:25","2020-10-19 18:50:25","Y","N","","CG852"
"O#EIBD8T","O#EIBD8K",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-19 18:50:25","2020-10-19 18:50:25","Y","N","","CG852"
"O#EIBD8R","O#EIBD8K","$NEI1PH9","CESSINP1","CESSINP1","2020-10-19 18:50:25","2020-10-19 18:50:25","Y","N","","CG852"
"O#EIBD8S","O#EIBD8K","8-EGTR6B","CESSINP1","CESSINP1","2020-10-19 18:50:25","2020-10-19 18:50:25","N","N","","CG852"
"O#EIBD8U","O#EIBD8K","D3EI1MZP","CESSINP1","CESSINP1","2020-10-19 18:50:25","2020-10-19 18:50:25","Y","N","","CG852"
"O#EIBD8V","O#EIBD8K","FPE4MRO4","CESSINP1","CESSINP1","2020-10-19 18:50:25","2020-10-19 18:50:25","Y","N","","CG852"
"T*EHY7MF","T*EHY7KX","-#EGM4A3","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7ME","T*EHY7KX","-#EGLW1G","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M7","T*EHY7KX","-#EGM1LV","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MJ","T*EHY7KX","6UE501U6","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MC","T*EHY7KX","-#EGLTAU","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7MK","T*EHY7KX","6UE502IL","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7M4","T*EHY7KX","-#EGLZRM","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
"T*EHY7LZ","T*EHY7KX","-#EGLWNX","CESSINP1","CESSINP1","2020-10-12 17:15:56","2020-10-12 17:15:56","Y","N","","CG852"
":YEI3LRU",":YEI3LRO","ACEHQQK9","CESSINP1","CESSINP1","2020-10-15 15:10:19","2020-10-15 15:10:19","Y","N","","CG852"
"*4EI53QS","*4EI53PM","6UE5010J","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QT","*4EI53PM","6UE501U6","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QU","*4EI53PM","6UE502IL","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QA","*4EI53PM","-#EGLXB8","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QB","*4EI53PM","-#EGLXXE","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QK","*4EI53PM","-#EGLU0B","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QI","*4EI53PM","-#EGM27Y","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QH","*4EI53PM","-#EGM1LV","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QG","*4EI53PM","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QC","*4EI53PM","-#EGLYJH","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QP","*4EI53PM","-#EGM4A3","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QQ","*4EI53PM","-#EGM3HX","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","N","N","","CG852"
")(EIAR4M",")(EIAR3M","-#EGLTAU","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4T",")(EIAR3M","6UE501U6","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4D",")(EIAR3M","-#EGLZ5K","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR49",")(EIAR3M","-#EGLWNX","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4A",")(EIAR3M","-#EGLXB8","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4K",")(EIAR3M","-#EGLU0B","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4O",")(EIAR3M","-#EGLW1G","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4R",")(EIAR3M","6UE4ZZWB","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
"!OEI5XYS","!OEI5XYQ","BDEDBA40","DELINP01","DELINP01","2020-10-16 20:12:50","2020-10-16 20:12:50","Y","N","","CG852"
"!OEI5XZN","!OEI5XYV","-#EGLZRM","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5Y00","!OEI5XYV","6UE4ZZWB","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZJ","!OEI5XYV","-#EGLXB8","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZI","!OEI5XYV","-#EGLWNX","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZO","!OEI5XYV","-#EGM0DP","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZX","!OEI5XYV","-#EGLW1G","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5Y01","!OEI5XYV","6UE5010J","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZS","!OEI5XYV","-#EGM2U1","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZW","!OEI5XYV","-#EGLVFD","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZL","!OEI5XYV","-#EGLYJH","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZT","!OEI5XYV","-#EGLU0B","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZZ","!OEI5XYV","-#EGM3HX","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","N","N","","CG852"
"!OEI5Y02","!OEI5XYV","6UE501U6","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5Y03","!OEI5XYV","6UE502IL","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZV","!OEI5XYV","-#EGLTAU","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZU","!OEI5XYV","-#EGLUQP","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZP","!OEI5XYV","-#EGM0ZS","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZY","!OEI5XYV","-#EGM4A3","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZK","!OEI5XYV","-#EGLXXE","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZQ","!OEI5XYV","-#EGM1LV","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZM","!OEI5XYV","-#EGLZ5K","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
"!OEI5XZR","!OEI5XYV","-#EGM27Y","DELINP01","DELINP01","2020-10-16 20:14:01","2020-10-16 20:14:01","Y","N","","CG852"
")(EIAR4P",")(EIAR3M","-#EGM4A3","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4F",")(EIAR3M","-#EGM0DP","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4J",")(EIAR3M","-#EGM2U1","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4U",")(EIAR3M","6UE502IL","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")(EIAR4Q",")(EIAR3M","-#EGM3HX","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","N","N","","CG852"
")(EIAR4H",")(EIAR3M","-#EGM1LV","DELINP01","DELINP01","2020-10-19 10:34:00","2020-10-19 10:34:00","Y","N","","CG852"
")=EIATZZ",")=EIATZX",")WEIASQ4","ARFELI01","ARFELI01","2020-10-19 12:22:52","2020-10-19 12:22:52","Y","N","","CG852"
")=EIAU0Y",")=EIAU02","-#EGM27Y","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU17",")=EIAU02","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0W",")=EIAU02","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU15",")=EIAU02","-#EGM4A3","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0S",")=EIAU02","-#EGLYJH","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU14",")=EIAU02","-#EGLW1G","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU10",")=EIAU02","-#EGLU0B","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0P",")=EIAU02","-#EGLWNX","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0R",")=EIAU02","-#EGLXXE","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU18",")=EIAU02","6UE5010J","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU12",")=EIAU02","-#EGLTAU","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0X",")=EIAU02","-#EGM1LV","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU11",")=EIAU02","-#EGLUQP","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0T",")=EIAU02","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU19",")=EIAU02","6UE501U6","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0V",")=EIAU02","-#EGM0DP","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0Z",")=EIAU02","-#EGM2U1","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0Q",")=EIAU02","-#EGLXB8","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU1A",")=EIAU02","6UE502IL","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU16",")=EIAU02","-#EGM3HX","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","N","N","","CG852"
")=EIAU13",")=EIAU02","-#EGLVFD","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
")=EIAU0U",")=EIAU02","-#EGLZRM","ARFELI01","ARFELI01","2020-10-19 12:24:36","2020-10-19 12:24:36","Y","N","","CG852"
"$VEI1OZ3","$VEI1OYU","FPE4MRO4","CESSINP1","CESSINP1","2020-10-14 13:23:07","2020-10-14 13:23:07","Y","N","","CG852"
"$VEI1OZ1","$VEI1OYU","8-EGTR6B","CESSINP1","CESSINP1","2020-10-14 13:23:07","2020-10-14 13:23:07","N","N","","CG852"
"$VEI1OYS","$VEI1OYQ","ACEHQQK9","CESSINP1","CESSINP1","2020-10-14 13:21:01","2020-10-14 13:21:01","Y","N","","CG852"
"$VEI1OZ4","$VEI1OYU","FPE4MROR","CESSINP1","CESSINP1","2020-10-14 13:23:07","2020-10-14 13:23:07","Y","N","","CG852"
"$VEI1OZ0","$VEI1OYU","$NEI1PH9","CESSINP1","CESSINP1","2020-10-14 13:23:07","2020-10-14 13:23:07","Y","N","","CG852"
"$VEI1OZ2","$VEI1OYU",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-14 13:23:07","2020-10-14 13:23:07","Y","N","","CG852"
"DXEI1OPY","DXEI1OP8","-#EGLYJH","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OPZ","DXEI1OP8","-#EGLZ5K","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQC","DXEI1OP8","-#EGM3HX","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","N","N","","CG852"
"DXEI1OQ0","DXEI1OP8","-#EGLZRM","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ2","DXEI1OP8","-#EGM0ZS","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ7","DXEI1OP8","-#EGLUQP","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQB","DXEI1OP8","-#EGM4A3","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OPW","DXEI1OP8","-#EGLXB8","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ4","DXEI1OP8","-#EGM27Y","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ5","DXEI1OP8","-#EGM2U1","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQG","DXEI1OP8","6UE502IL","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ9","DXEI1OP8","-#EGLVFD","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQE","DXEI1OP8","6UE5010J","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OPX","DXEI1OP8","-#EGLXXE","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQF","DXEI1OP8","6UE501U6","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQA","DXEI1OP8","-#EGLW1G","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQD","DXEI1OP8","6UE4ZZWB","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ3","DXEI1OP8","-#EGM1LV","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OPV","DXEI1OP8","-#EGLWNX","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ1","DXEI1OP8","-#EGM0DP","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ8","DXEI1OP8","-#EGLTAU","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"DXEI1OQ6","DXEI1OP8","-#EGLU0B","JAQUITAN","JAQUITAN","2020-10-14 14:13:10","2020-10-14 14:13:10","Y","N","","CG852"
"I1EI275K","I1EI275I","ACEHQQK9","CESSINP1","CESSINP1","2020-10-14 19:54:03","2020-10-14 19:54:03","Y","N","","CG852"
"I1EI278B","I1EI2789","ACEHQQK9","CESSINP1","CESSINP1","2020-10-14 20:24:31","2020-10-14 20:24:31","Y","N","","CG852"
":YEI3GI2",":YEI3GHR","$NEI1PH9","CESSINP1","CESSINP1","2020-10-15 13:16:26","2020-10-15 13:16:26","Y","N","","CG852"
":YEI3GI3",":YEI3GHR","8-EGTR6B","CESSINP1","CESSINP1","2020-10-15 13:16:26","2020-10-15 13:16:26","N","N","","CG852"
":YEI3GI4",":YEI3GHR",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-15 13:16:26","2020-10-15 13:16:26","Y","N","","CG852"
":YEI3GI6",":YEI3GHR","FPE4MRO4","CESSINP1","CESSINP1","2020-10-15 13:16:26","2020-10-15 13:16:26","Y","N","","CG852"
":YEI3GI5",":YEI3GHR","D3EI1MZP","CESSINP1","CESSINP1","2020-10-15 13:16:26","2020-10-15 13:16:26","Y","N","","CG852"
":YEI3GI7",":YEI3GHR","FPE4MROR","CESSINP1","CESSINP1","2020-10-15 13:16:26","2020-10-15 13:16:26","Y","N","","CG852"
":YEI3JC8",":YEI3JC1","ACEHQQK9","CESSINP1","CESSINP1","2020-10-15 14:17:45","2020-10-15 14:17:45","Y","N","","CG852"
