"IMR_RID_SWFT_ROLE","IMR_CDE_SWFT_RTYP","IMR_RID_REM_INSTR","IMR_CDE_OWNER_TYPE","IMR_UID_REC_CREATE","IMR_UID_REC_UPDATE","IMR_TSP_REC_CREATE","IMR_TSP_REC_UPDATE","IMR_RID_SWFT_ID","IMR_TXT_ACCT_NO","IMR_TXT_CLG_CODE","IMR_TXT_TELEX_NO","IMR_TXT_ANSWRBACK","IMR_CDE_LOCCL_TYPE","IMR_TXT_DESC","IMR_CDE_BRANCH"
"-#EGLWAF","ORCSR","-#EGLW1Q","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:10","2020-09-16 14:41:10","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLWBV","SENDR","-#EGLW1Q","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:10","2020-09-16 14:41:10","@*DZF8R7","","","","","","",""
"-#EGLWD6","SRCOR","-#EGLW1Q","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:10","2020-09-16 14:41:10","6UE5002O","","","","","","",""
"-#EGLWIZ","ACWIN","-#EGLWDU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:44","2020-09-16 14:41:44","6UE5002O","","","","","","",""
"-#EGLWKA","BENIN","-#EGLWDU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:44","2020-09-16 14:41:44","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLWLN","SENDR","-#EGLWDU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:44","2020-09-16 14:41:44","@*DZF8R7","","","","","","",""
"-#EGLWMU","SRCOR","-#EGLWDU","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:41:44","2020-09-16 14:41:44","6UE5002O","","","","","","",""
"-#EGLXHA","ACWIN","-#EGLXBI","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:52:46","2020-09-16 14:52:46","6UE5002O","","","","","","",""
"-#EGLXIR","BENCR","-#EGLXBI","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:52:46","2020-09-16 14:52:46","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLXK7","ORCSR","-#EGLXBI","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:52:46","2020-09-16 14:52:46","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLXLN","SENDR","-#EGLXBI","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:52:46","2020-09-16 14:52:46","@*DZF8R7","","","","","","",""
"-#EGLXMY","SRCOR","-#EGLXBI","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:52:46","2020-09-16 14:52:46","6UE5002O","","","","","","",""
"-#EGLXSR","ACWIN","-#EGLXNM","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:53:23","2020-09-16 14:53:23","6UE5002O","","","","","","",""
"-#EGLXU2","BENIN","-#EGLXNM","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:53:23","2020-09-16 14:53:23","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLXVF","SENDR","-#EGLXNM","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:53:23","2020-09-16 14:53:23","@*DZF8R7","","","","","","",""
"-#EGLXWM","SRCOR","-#EGLXNM","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:53:23","2020-09-16 14:53:23","6UE5002O","","","","","","",""
"-#EGLY3G","ACWIN","-#EGLXXO","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:54:44","2020-09-16 14:54:44","6UE5002O","","","","","","",""
"-#EGLY4X","BENCR","-#EGLXXO","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:54:44","2020-09-16 14:54:44","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGLY6D","ORCSR","-#EGLXXO","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:54:44","2020-09-16 14:54:44","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"C2EFHAMX","ACWIN","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","41798485","","","","","","",""
"C2EFHAO9","INTMY","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","41798485","","","","","","",""
"C2EFHAPH","BENIN","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHAQO","ORINS","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","@*DZF8R7","","","","","","Commonwealth Bank of Australia - OBU",""
"C2EFHARU","RCCOR","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","@*DZF8R7","","","","","","",""
"C2EFHASX","SENDR","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","@*DZF8R7","","","","","","",""
"C2EFHATY","SRCOR","C2EFHAHS","IRI  ","LIQUSR03","LIQUSR03","2020-08-25 16:24:12","2020-08-25 16:24:12","41798504","","","","","","",""
"-#EGLY7T","SENDR","-#EGLXXO","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 14:54:44","2020-09-16 14:54:44","@*DZF8R7","","","","","","",""
"-#EGM1RX","ACWIN","-#EGM1M5","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:14:41","2020-09-16 15:14:41","6UE5002O","","","","","","",""
"-#EGM1TE","BENCR","-#EGM1M5","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:14:41","2020-09-16 15:14:41","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM1UY","SENDR","-#EGM1M5","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:14:41","2020-09-16 15:14:41","@*DZF8R7","","","","","","",""
"-#EGM1W7","ORCSR","-#EGM1M5","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:14:41","2020-09-16 15:14:41","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM1XL","SRCOR","-#EGM1M5","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:14:41","2020-09-16 15:14:41","6UE5002O","","","","","","",""
"-#EGM303","ACWIN","-#EGM2UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:01","2020-09-16 15:20:01","6UE5002O","","","","","","",""
"-#EGM31K","BENCR","-#EGM2UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:01","2020-09-16 15:20:01","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM330","ORCSR","-#EGM2UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:01","2020-09-16 15:20:01","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM34G","SENDR","-#EGM2UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:01","2020-09-16 15:20:01","@*DZF8R7","","","","","","",""
"-#EGM35R","SRCOR","-#EGM2UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:20:01","2020-09-16 15:20:01","6UE5002O","","","","","","",""
"-#EGM3NZ","ACWIN","-#EGM3I7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:22:30","2020-09-16 15:22:30","6UE5002O","","","","","","",""
"-#EGM3PG","BENCR","-#EGM3I7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:22:30","2020-09-16 15:22:30","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM3QW","ORCSR","-#EGM3I7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:22:30","2020-09-16 15:22:30","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM3SC","SENDR","-#EGM3I7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:22:30","2020-09-16 15:22:30","@*DZF8R7","","","","","","",""
"-#EGM3TN","SRCOR","-#EGM3I7","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:22:30","2020-09-16 15:22:30","6UE5002O","","","","","","",""
"-#EGM3YS","ACWIN","-#EGM3UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:23:04","2020-09-16 15:23:04","6UE5002O","","","","","","",""
"-#EGM403","BENIN","-#EGM3UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:23:04","2020-09-16 15:23:04","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"-#EGM41G","SENDR","-#EGM3UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:23:04","2020-09-16 15:23:04","@*DZF8R7","","","","","","",""
"-#EGM44E","SRCOR","-#EGM3UB","IRI  ","LIQUSR03","LIQUSR03","2020-09-16 15:23:04","2020-09-16 15:23:04","6UE5002O","","","","","","",""
"B3EGLYUW","BENCR","B3EGLYUV","IRI  ","JAQUITAN","JAQUITAN","2020-09-16 16:00:37","2020-09-16 16:00:37","","","","","","","WSS Janice",""
"B3EGLYUX","ORCSR","B3EGLYUV","IRI  ","JAQUITAN","JAQUITAN","2020-09-16 16:00:37","2020-09-16 16:00:37","","","","","","","WSS Janice",""
"-BEGLYUV","ORCSR","-BEGLYUT","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:00:38","2020-09-16 16:00:38","","","","","","","CUSTAMSTER",""
"-BEGLYUU","BENCR","-BEGLYUT","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:00:38","2020-09-16 16:00:38","","","","","","","CUSTAMSTER",""
"-BEGLZ2L","ORINS","-BEGLZ2K","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:01:38","2020-09-16 16:01:38","","","","","","","CUSTAMSTER",""
"B3EGLZ2N","ORINS","B3EGLZ2M","IRI  ","JAQUITAN","JAQUITAN","2020-09-16 16:01:45","2020-09-16 16:01:45","","","","","","","WSS Janice",""
"-BEGLZ8W","ORCSR","-BEGLZ8U","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:03:26","2020-09-16 16:03:26","","","","","","","CUSTAMSTER",""
"-BEGLZ8V","BENCR","-BEGLZ8U","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:03:26","2020-09-16 16:03:26","","","","","","","CUSTAMSTER",""
"-BEGLZGM","ORINS","-BEGLZGL","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:03:39","2020-09-16 16:03:39","","","","","","","CUSTAMSTER",""
"-BEGLZKG","ORCSR","-BEGLZKE","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:04:51","2020-09-16 16:04:51","","","","","","","CUSTAMSTER",""
"-BEGLZKF","BENCR","-BEGLZKE","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:04:51","2020-09-16 16:04:51","","","","","","","CUSTAMSTER",""
"-BEGLZS6","ORINS","-BEGLZS5","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:04:59","2020-09-16 16:04:59","","","","","","","CUSTAMSTER",""
"-BEGM07J","BENCR","-BEGM07I","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:07:57","2020-09-16 16:07:57","","","","","","","CUSTAMSTER",""
"-BEGM07K","ORCSR","-BEGM07I","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:07:57","2020-09-16 16:07:57","","","","","","","CUSTAMSTER",""
"-BEGM0FA","ORINS","-BEGM0F9","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:08:37","2020-09-16 16:08:37","","","","","","","CUSTAMSTER",""
"-BEGM0J3","BENCR","-BEGM0J2","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:13:01","2020-09-16 16:13:01","","","","","","","CUSTAMSTER",""
"-BEGM0J4","ORCSR","-BEGM0J2","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:13:01","2020-09-16 16:13:01","","","","","","","CUSTAMSTER",""
"-BEGM0QU","ORINS","-BEGM0QT","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:13:08","2020-09-16 16:13:08","","","","","","","CUSTAMSTER",""
"-BEGM0UO","ORCSR","-BEGM0UM","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:14:05","2020-09-16 16:14:05","","","","","","","CUSTAMSTER",""
"-BEGM0UN","BENCR","-BEGM0UM","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:14:05","2020-09-16 16:14:05","","","","","","","CUSTAMSTER",""
"-BEGM12E","ORINS","-BEGM12D","IRI  ","CMARTILL","CMARTILL","2020-09-16 16:14:23","2020-09-16 16:14:23","","","","","","","CUSTAMSTER",""
"B+EGMANS","BENCR","B+EGMANR","IRI  ","CMARTILL","CMARTILL","2020-09-16 20:13:57","2020-09-16 20:13:57","","","","","","","CUSTAMSTER",""
"B+EGMANT","ORCSR","B+EGMANR","IRI  ","CMARTILL","CMARTILL","2020-09-16 20:13:57","2020-09-16 20:13:57","","","","","","","CUSTAMSTER",""
"B+EGMAVJ","ORINS","B+EGMAVI","IRI  ","CMARTILL","CMARTILL","2020-09-16 20:14:08","2020-09-16 20:14:08","","","","","","","CUSTAMSTER",""
"QVEGMCW2","ORCSR","QVEGMCW0","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:23:32","2020-09-16 20:23:32","","","","","","","AMS CUSTOMER",""
"QVEGMCW1","BENCR","QVEGMCW0","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:23:32","2020-09-16 20:23:32","","","","","","","AMS CUSTOMER",""
"QVEGMD8Q","ORINS","QVEGMD8P","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:24:24","2020-09-16 20:24:24","","","","","","","AMS CUSTOMER",""
"QVEGMDCK","ORCSR","QVEGMDCI","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:28:00","2020-09-16 20:28:00","","","","","","","AMS CUSTOMER",""
"QVEGMDCJ","BENCR","QVEGMDCI","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:28:00","2020-09-16 20:28:00","","","","","","","AMS CUSTOMER",""
"QVEGMDO4","BENCR","QVEGMDO3","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:34:34","2020-09-16 20:34:34","","","","","","","AMS CUSTOMER",""
"QVEGMDO5","ORCSR","QVEGMDO3","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:34:34","2020-09-16 20:34:34","","","","","","","AMS CUSTOMER",""
"QVEGMDZO","BENCR","QVEGMDZN","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:37:32","2020-09-16 20:37:32","","","","","","","AMS CUSTOMER",""
"QVEGMDZP","ORCSR","QVEGMDZN","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:37:32","2020-09-16 20:37:32","","","","","","","AMS CUSTOMER",""
"QVEGME7F","ORINS","QVEGME7E","IRI  ","SMANZANO","SMANZANO","2020-09-16 20:38:10","2020-09-16 20:38:10","","","","","","","AMS CUSTOMER",""
"V4EGNCRT","BENCR","V4EGNCRS","IRI  ","JAQUITAN","JAQUITAN","2020-09-17 09:58:26","2020-09-17 09:58:26","","","","","","","WSS Janice",""
"V4EGNCRU","ORCSR","V4EGNCRS","IRI  ","JAQUITAN","JAQUITAN","2020-09-17 09:58:26","2020-09-17 09:58:26","","","","","","","WSS Janice",""
"V4EGNCZK","ORINS","V4EGNCZJ","IRI  ","JAQUITAN","JAQUITAN","2020-09-17 09:59:27","2020-09-17 09:59:27","","","","","","","WSS Janice",""
"V4EGND3D","BENCR","V4EGND3C","IRI  ","JAQUITAN","JAQUITAN","2020-09-17 10:00:35","2020-09-17 10:00:35","","","","","","","WSS Janice",""
"V4EGND3E","ORCSR","V4EGND3C","IRI  ","JAQUITAN","JAQUITAN","2020-09-17 10:00:35","2020-09-17 10:00:35","","","","","","","WSS Janice",""
"V4EGNDB4","ORINS","V4EGNDB3","IRI  ","JAQUITAN","JAQUITAN","2020-09-17 10:00:47","2020-09-17 10:00:47","","","","","","","WSS Janice",""
"L*EGNKWY","ORCSR","L*EGNKWW","IRI  ","CMARTILL","CMARTILL","2020-09-17 12:54:33","2020-09-17 12:54:33","","","","","","","CUSTAMSTER",""
"L*EGNKWX","BENCR","L*EGNKWW","IRI  ","CMARTILL","CMARTILL","2020-09-17 12:54:33","2020-09-17 12:54:33","","","","","","","CUSTAMSTER",""
"L*EGNL4O","ORINS","L*EGNL4N","IRI  ","CMARTILL","CMARTILL","2020-09-17 12:54:48","2020-09-17 12:54:48","","","","","","","CUSTAMSTER",""
"*FEGNX4L","ORCSR","*FEGNX4J","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:51:51","2020-09-17 16:51:51","","","","","","","CUSTAMSTER",""
"*FEGNX4K","BENCR","*FEGNX4J","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:51:51","2020-09-17 16:51:51","","","","","","","CUSTAMSTER",""
"*FEGNXCB","BENIN","*FEGNXCA","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:51:57","2020-09-17 16:51:57","","","","","","","CUSTAMSTER",""
"*FEGNXJT","ORCSR","*FEGNXJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:55:03","2020-09-17 16:55:03","","","","","","","CUSTAMSTER",""
"*FEGNXJS","BENCR","*FEGNXJR","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:55:03","2020-09-17 16:55:03","","","","","","","CUSTAMSTER",""
"*FEGNXZ1","ORCSR","*FEGNXYZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:55:38","2020-09-17 16:55:38","","","","","","","CUSTAMSTER",""
"*FEGNXZ0","BENCR","*FEGNXYZ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:55:38","2020-09-17 16:55:38","","","","","","","CUSTAMSTER",""
"*FEGNYLZ","BENIN","*FEGNYLY","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:56:20","2020-09-17 16:56:20","","","","","","","CUSTAMSTER",""
"*FEGNZ8P","ORCSR","*FEGNZ8N","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:57:29","2020-09-17 16:57:29","","","","","","","CUSTAMSTER",""
"*FEGNZ8O","BENCR","*FEGNZ8N","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:57:29","2020-09-17 16:57:29","","","","","","","CUSTAMSTER",""
"*FEGNZGF","BENIN","*FEGNZGE","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:57:34","2020-09-17 16:57:34","","","","","","","CUSTAMSTER",""
"*FEGNZNW","BENCR","*FEGNZNV","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:58:55","2020-09-17 16:58:55","","","","","","","CUSTAMSTER",""
"1)EFIXFB","BENCR","1)EFIXFA","IRI  ","INPALN01","INPALN01","2020-08-26 12:59:07","2020-08-26 12:59:07","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"1)EFIXFC","ORCSR","1)EFIXFA","IRI  ","INPALN01","INPALN01","2020-08-26 12:59:07","2020-08-26 12:59:07","","","","","","","ARIHANT TRADING COMPANY",""
"1)EFIXNI","ACWIN","1)EFIXFA","IRI  ","INPALN01","INPALN01","2020-08-26 12:59:07","2020-08-26 12:59:07","@*DZF8R7","","","","","","",""
"1)EFIXVH","ORCSR","1)EFIXVF","IRI  ","INPALN01","INPALN01","2020-08-26 13:01:22","2020-08-26 13:01:22","","","","","","","ARIHANT TRADING COMPANY",""
"1)EFIXVG","BENCR","1)EFIXVF","IRI  ","INPALN01","INPALN01","2020-08-26 13:01:22","2020-08-26 13:01:22","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"1)EFIY3N","ACWIN","1)EFIXVF","IRI  ","INPALN01","INPALN01","2020-08-26 13:01:22","2020-08-26 13:01:22","@*DZF8R7","","","","","","",""
"I+EFMIS1","ORCSR","I+EFMIRZ","IRI  ","INPAMT01","INPAMT01","2020-08-28 11:17:45","2020-08-28 11:17:45","","","","","","","Sanseera Electronics Ltd 004",""
"I+EFMIS0","BENCR","I+EFMIRZ","IRI  ","INPAMT01","INPAMT01","2020-08-28 11:17:45","2020-08-28 11:17:45","","4561234789                              ","","","","","Sanseera Electronics Ltd 004",""
"I+EFMJ07","ACWIN","I+EFMIRZ","IRI  ","INPAMT01","INPAMT01","2020-08-28 11:17:45","2020-08-28 11:17:45","42569194","","//AU032938          ","","","","",""
"*FEGO07O","ORCSR","*FEGO07M","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 17:00:24","2020-09-17 17:00:24","","","","","","","CUSTAMSTER",""
"*FEGO0JK","BENIN","*FEGO0JJ","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 17:00:32","2020-09-17 17:00:32","","","","","","","CUSTAMSTER",""
"Q-EH8CTF","BENCR","Q-EH8CTE","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:32:59","2020-09-28 15:32:59","","","","","","","AMS CUSTOMER",""
"Q-EH8CTG","ORCSR","Q-EH8CTE","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:32:59","2020-09-28 15:32:59","","","","","","","AMS CUSTOMER",""
"*FEGNZNX","ORCSR","*FEGNZNV","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 16:58:55","2020-09-17 16:58:55","","","","","","","CUSTAMSTER",""
"*FEGO07N","BENCR","*FEGO07M","IRI  ","LIQUSR03","LIQUSR03","2020-09-17 17:00:24","2020-09-17 17:00:24","","","","","","","CUSTAMSTER",""
"Q-EH8EBC","ACWIN","Q-EH8E5K","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:56:28","2020-09-28 15:56:28","6UE5002P","","","","","","",""
"Q-EH8ECT","BENCR","Q-EH8E5K","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:56:28","2020-09-28 15:56:28","","12345                                   ","","","","","Commonwealth Bank of Australia - OBU",""
"Q-EH8DAO","ORINS","Q-EH8DAN","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:33:30","2020-09-28 15:33:30","","","","","","","AMS CUSTOMER",""
"Q-EH8EE9","ORCSR","Q-EH8E5K","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:56:28","2020-09-28 15:56:28","","                                        ","","","","","Commonwealth Bank of Australia - OBU",""
"Q-EH8EOD","SENDR","Q-EH8E5K","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:56:28","2020-09-28 15:56:28","","","","","","","Commonwealth Bank of Australia - OBU",""
"Q-EH8ETI","SRCOR","Q-EH8E5K","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:56:28","2020-09-28 15:56:28","6UE5002P","","","","","","",""
"Q-EH8F2K","ACWIN","Q-EH8EXF","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:58:00","2020-09-28 15:58:00","6UE5002P","","","","","","",""
"Q-EH8F3V","BENIN","Q-EH8EXF","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:58:00","2020-09-28 15:58:00","","","","","","","Commonwealth Bank of Australia - OBU",""
"Q-EH8F58","SENDR","Q-EH8EXF","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:58:00","2020-09-28 15:58:00","","","","","","","Commonwealth Bank of Australia - OBU",""
"Q-EH8F6F","SRCOR","Q-EH8EXF","IRI  ","LIQUSR05","LIQUSR05","2020-09-28 15:58:00","2020-09-28 15:58:00","6UE5002P","","","","","","",""
"50EH8DUW","ORCSR","50EH8DUU","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-28 17:06:57","2020-09-28 17:06:57","","","","","","","CUSTLEGAL47111",""
"*UEHA4Y1","BENCR","*UEHA4Y0","IRI  ","INPELY01","INPELY01","2020-09-29 16:02:44","2020-09-29 16:02:44","","","","","","","CUSTLEGAL42126",""
"*UEHA4Y2","ORCSR","*UEHA4Y0","IRI  ","INPELY01","INPELY01","2020-09-29 16:02:44","2020-09-29 16:02:44","","","","","","","CUSTLEGAL42126",""
"*UEHA566","ORCSR","*UEHA564","IRI  ","INPELY01","INPELY01","2020-09-29 16:03:38","2020-09-29 16:03:38","","","","","","","CUSTLEGAL42126",""
"*UEHA565","BENCR","*UEHA564","IRI  ","INPELY01","INPELY01","2020-09-29 16:03:38","2020-09-29 16:03:38","","","","","","","CUSTLEGAL42126",""
"*DEHAA88","ORCSR","*DEHAA86","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-29 17:56:07","2020-09-29 17:56:07","","","","","","","CUSTLEGAL37113",""
"*DEHAA87","BENCR","*DEHAA86","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-29 17:56:07","2020-09-29 17:56:07","","","","","","","CUSTLEGAL37113",""
"*DEHAAGC","ORCSR","*DEHAAGA","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-29 17:57:07","2020-09-29 17:57:07","","","","","","","CUSTLEGAL37113",""
"*DEHAAGB","BENCR","*DEHAAGA","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-29 17:57:07","2020-09-29 17:57:07","","","","","","","CUSTLEGAL37113",""
"!AEHAN3W","BENCR","!AEHAN3V","IRI  ","INPELY01","INPELY01","2020-09-29 23:46:44","2020-09-29 23:46:44","","","","","","","CUSTLEGAL25137",""
"!AEHAN3X","ORCSR","!AEHAN3V","IRI  ","INPELY01","INPELY01","2020-09-29 23:46:44","2020-09-29 23:46:44","","","","","","","CUSTLEGAL25137",""
"!AEHANC0","BENCR","!AEHANBZ","IRI  ","INPELY01","INPELY01","2020-09-29 23:47:46","2020-09-29 23:47:46","","","","","","","CUSTLEGAL25137",""
"!AEHANC1","ORCSR","!AEHANBZ","IRI  ","INPELY01","INPELY01","2020-09-29 23:47:46","2020-09-29 23:47:46","","","","","","","CUSTLEGAL25137",""
"PPEHBQ8T","ORCSR","PPEHBQ8R","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 12:32:21","2020-09-30 12:32:21","","","","","","","CUSTLEGAL13125",""
"PPEHBQ8S","BENCR","PPEHBQ8R","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 12:32:21","2020-09-30 12:32:21","","","","","","","CUSTLEGAL13125",""
"PPEHBQGW","BENCR","PPEHBQGV","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 12:33:28","2020-09-30 12:33:28","","","","","","","CUSTLEGAL13125",""
"PPEHBQGX","ORCSR","PPEHBQGV","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 12:33:28","2020-09-30 12:33:28","","","","","","","CUSTLEGAL13125",""
"4?EHBZ7C","BENCR","4?EHBZ7B","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 15:58:00","2020-09-30 15:58:00","","","","","","","CUSTLEGAL37159",""
"4?EHBZ7D","ORCSR","4?EHBZ7B","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 15:58:00","2020-09-30 15:58:00","","","","","","","CUSTLEGAL37159",""
"4?EHBZFG","BENCR","4?EHBZFF","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 15:59:03","2020-09-30 15:59:03","","","","","","","CUSTLEGAL37159",""
"4?EHBZFH","ORCSR","4?EHBZFF","IRI  ","MIGGY_IN","MIGGY_IN","2020-09-30 15:59:03","2020-09-30 15:59:03","","","","","","","CUSTLEGAL37159",""
".MEHDUAY","ORCSR",".MEHDUAW","IRI  ","INPELY01","INPELY01","2020-10-01 17:14:23","2020-10-01 17:14:23","","","","","","","CUSTLEGAL53151",""
".MEHDUAX","BENCR",".MEHDUAW","IRI  ","INPELY01","INPELY01","2020-10-01 17:14:23","2020-10-01 17:14:23","","","","","","","CUSTLEGAL53151",""
".MEHDUJ2","ORCSR",".MEHDUJ0","IRI  ","INPELY01","INPELY01","2020-10-01 17:15:25","2020-10-01 17:15:25","","","","","","","CUSTLEGAL53151",""
