"PRE_PID_PRODUCT_ID","PRE_CDE_PROD_TYPE","PRE_CDE_EVENT_TYPE","PRE_TSP_REC_CREATE","PRE_TSP_REC_UPDATE","PRE_UID_REC_CREATE","PRE_UID_REC_UPDATE","PRE_DTE_EFFECTIVE","PRE_RID_PROD_EVENT","PRE_TXT_AMEND_NUM","PRE_RID_OLD_PRD_EV","PRE_CDE_OWNER_TYPE","PRE_RID_OWNER","PRE_DTE_PREVIOUS","PRE_TXT_USER_DATA","PRE_TXT_EVENT_CMT","PRE_CDE_BRANCH"
"I-EI259A","FAC  ","CMI  ","2020-10-14 20:09:47","2020-10-14 20:09:47","MANZANOS","MANZANOS","2021-03-05 00:00:00","2!EI25W8","4    ","","FTR  ","I-EI25BY","","","Unscheduled increase of 10,000,000.00, under amendment number 4","CG852"
"I-EI259A","FAC  ","CRTE ","2020-10-14 19:57:58","2020-10-14 19:57:58","SMANZANO","SMANZANO","2021-03-05 00:00:00","I-EI259B","","","","","","","","CG852"
"I-EI259A","FAC  ","EFDTE","2020-10-20 16:52:19","2020-10-20 16:52:19","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","3VEID2C9","","","","","2021-03-05 00:00:00","","Effective date changed from 05-Mar-2021 to 04-Mar-2021.","CG852"
"I-EI259A","FAC  ","FCTRD","2020-10-20 16:52:19","2020-10-20 16:52:19","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID2C8","","","FCTRN","3GEID07F","","","Facility Change Transaction for SYNDICATED_USD_FAC3 released.","CG852"
"I-EI259A","FAC  ","IPRC ","2020-10-14 20:00:57","2020-10-14 20:00:57","SMANZANO","SMANZANO","2021-03-05 00:00:00","I-EI25B5","","","","","","","USD LIBOR Option: added","CG852"
"I-EI259A","FAC  ","OPRC ","2020-10-14 20:00:31","2020-10-14 20:00:31","SMANZANO","SMANZANO","2021-03-05 00:00:00","I-EI25AE","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"I-EI259A","FAC  ","SCNRV","2020-10-20 16:51:16","2020-10-20 16:51:16","SMANZANO","SMANZANO","2021-03-08 00:00:00","3GEID09D","","","","","","","Facility Change Transaction is created.","CG852"
"I1EI2752","DEA  ","CRTE ","2020-10-14 19:50:51","2020-10-14 19:50:51","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI2757","","","","","","","Host Bank Deal.","CG852"
"I1EI2752","DEA  ","FRHCH","2020-10-14 20:06:29","2020-10-14 20:06:29","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI277K","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 05-Mar-2021.","CG852"
"I1EI2752","DEA  ","FRHCH","2020-10-14 20:07:02","2020-10-14 20:07:02","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI277P","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 05-Mar-2021.","CG852"
"I1EI2752","DEA  ","URDEA","2020-10-14 19:51:29","2020-10-14 19:51:29","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI275D","","","","","","","","CG852"
"I1EI277T","DEA  ","CRTE ","2020-10-14 20:21:08","2020-10-14 20:21:08","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI277Y","","","","","","","Host Bank Deal.","CG852"
"I1EI277T","DEA  ","FRHCH","2020-10-14 20:38:10","2020-10-14 20:38:10","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI27AB","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 05-Mar-2021.","CG852"
"I1EI277T","DEA  ","FRHCH","2020-10-14 20:38:41","2020-10-14 20:38:41","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI27AG","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 05-Mar-2021.","CG852"
"I1EI277T","DEA  ","FRHCH","2020-10-14 21:24:17","2020-10-14 21:24:17","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI28FD","","","","","","","Deleted Loan to Value Ratio (LVR)","CG852"
"I1EI277T","DEA  ","FRHCH","2020-10-14 21:31:30","2020-10-14 21:31:30","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI28RD","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 05-Mar-2021.","CG852"
"I1EI277T","DEA  ","URDEA","2020-10-14 20:21:54","2020-10-14 20:21:54","CESSINP1","CESSINP1","2021-03-05 00:00:00","I1EI2784","","","","","","","","CG852"
"I:EFMEGK","FAC  ","CRTE ","2020-08-28 11:00:37","2020-08-28 11:00:37","SMANZANO","SMANZANO","2020-05-29 00:00:00","I:EFMEGL","","","","","","","","CG852"
"I:EFMEGK","FAC  ","FCTRD","2020-09-11 11:57:15","2020-09-11 11:57:15","SMANZANO","SMANZANO","2020-06-19 00:00:00","OCEGCENC","","","FCTRN","OCEGCEK9","","","Facility Change Transaction for AMS_RPA_FACILITY released.","CG852"
"I:EFMEGK","FAC  ","FCTRD","2020-09-28 13:34:38","2020-09-28 13:34:38","LIQUSR05","LIQUSR05","2020-07-07 00:00:00","Q6EH863M","","","FCTRN","Q@EH8586","","","Facility Change Transaction for AMS_RPA_FACILITY released.","CG852"
"I:EFMEGK","FAC  ","FCTRD","2020-10-06 13:44:54","2020-10-06 13:44:54","LIQSVR05","LIQSVR05","2020-07-09 00:00:00","?.EHN4G8","","","FCTRN","?EEHN4L9","","","Facility Change Transaction for AMS_RPA_FACILITY released.","CG852"
"I:EFMEGK","FAC  ","FDDCH","2020-08-28 18:16:49","2020-08-28 18:16:49","MANZANOM","MANZANOM","2020-05-29 00:00:00","-)EFN0JG","","","","","","","First loan drawdown date changed to 29-May-2020.","CG852"
"I:EFMEGK","FAC  ","IPRC ","2020-09-11 12:08:53","2020-09-11 12:08:53","JAQUITAN","JAQUITAN","2020-06-19 00:00:00","OSEGCH0T","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"I:EFMEGK","FAC  ","IPRC ","2020-09-28 13:44:11","2020-09-28 13:44:11","LIQUSR05","LIQUSR05","2020-07-07 00:00:00","QWEH86X3","","","","","","","Pricing Changed by Pricing Change Transaction Number 213","CG852"
"I:EFMEGK","FAC  ","IPRC ","2020-10-06 13:39:24","2020-10-06 13:39:24","LIQSVR05","LIQSVR05","2020-07-09 00:00:00","?.EHN4ET","","","","","","","Pricing Changed by Pricing Change Transaction Number 532","CG852"
"I:EFMEGK","FAC  ","PRCHR","2020-09-11 12:08:53","2020-09-11 12:08:53","JAQUITAN","JAQUITAN","2020-06-19 00:00:00","OSEGCH0X","","","FPRCH","OCEGCENY","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"I:EFMEGK","FAC  ","PRCHR","2020-09-28 13:44:11","2020-09-28 13:44:11","LIQUSR05","LIQUSR05","2020-07-07 00:00:00","QWEH86X7","","","FPRCH","Q6EH8643","","","Pricing Change Transaction Number 213 released. Drill down to see details","CG852"
"I:EFMEGK","FAC  ","PRCHR","2020-10-06 13:39:24","2020-10-06 13:39:24","LIQSVR05","LIQSVR05","2020-07-09 00:00:00","?.EHN4EX","","","FPRCH","?EEHN4HW","","","Pricing Change Transaction Number 532 released. Drill down to see details","CG852"
"I:EFMEGK","FAC  ","RECLS","2020-08-28 18:16:49","2020-08-28 18:16:49","MANZANOM","MANZANOM","2020-05-29 00:00:00","-)EFN0JH","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000623).","CG852"
"I:EFMEGK","FAC  ","TGDTE","2020-08-28 15:11:04","2020-08-28 15:11:04","MANZANOS","MANZANOS","2020-05-29 00:00:00","2?EFMSLR","","","","","","","Delayed trigger date modified (29-May-2020)","CG852"
"IKEI224J","FAC  ","CMD  ","2020-10-23 17:31:11","2020-10-23 17:31:11","MANZANOS","MANZANOS","2021-03-05 00:00:00",":BEIINHR","","","FTR  ",":#EIIN0W","","","Scheduled decrease of 10,000.00(Item #1)","CG852"
"IKEI224J","FAC  ","CMI  ","2020-10-14 19:23:12","2020-10-14 19:23:12","MANZANOS","MANZANOS","2021-03-05 00:00:00","I;EI231W","3    ","","FTR  ","IKEI22GF","","","Unscheduled increase of 10,000.00, under amendment number 3","CG852"
"IKEI224J","FAC  ","CRTE ","2020-10-14 19:08:09","2020-10-14 19:08:09","SMANZANO","SMANZANO","2021-03-05 00:00:00","IKEI224K","","","","","","","","CG852"
"IKEI224J","FAC  ","EFDTE","2020-10-20 16:39:21","2020-10-20 16:39:21","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","3VEID24N","","","","","2021-03-05 00:00:00","","Effective date changed from 05-Mar-2021 to 04-Mar-2021.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-20 16:12:37","2020-10-20 16:12:37","MANZANOS","MANZANOS","2021-03-08 00:00:00","3LEICYS3","","","FCTRN","3SEICYCV","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-20 16:39:21","2020-10-20 16:39:21","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID24M","","","FCTRN","3GEICZK4","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-20 17:25:21","2020-10-20 17:25:21","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID2I0","","","FCTRN","($EID4XS","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-20 17:32:18","2020-10-20 17:32:18","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID2KE","","","FCTRN","($EID52L","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-23 17:27:38","2020-10-23 17:27:38","MANZANOS","MANZANOS","2021-03-08 00:00:00",":-EIIMO7","","","FCTRN",":IEIIM8I","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-23 17:35:16","2020-10-23 17:35:16","MANZANOS","MANZANOS","2021-03-08 00:00:00",":5EIIOAA","","","FCTRN","::EIINUU","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","FCTRD","2020-10-23 18:09:41","2020-10-23 18:09:41","MANZANOS","MANZANOS","2021-03-09 00:00:00","Q4EIIPUY","","","FCTRN",":LEIIOOP","","","Facility Change Transaction for SYNDICATED_USD_FAC2 released.","CG852"
"IKEI224J","FAC  ","IPRC ","2020-10-14 19:12:48","2020-10-14 19:12:48","SMANZANO","SMANZANO","2021-03-05 00:00:00","IKEI22C9","","","","","","","USD LIBOR Option: added","CG852"
"IKEI224J","FAC  ","IPRC ","2020-10-20 17:49:55","2020-10-20 17:49:55","JAQUITAN","JAQUITAN","2021-03-05 00:00:00","3VEID2VP","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"IKEI224J","FAC  ","OLSBA","2020-10-20 16:15:10","2020-10-20 16:15:10","SMANZANO","SMANZANO","2021-03-08 00:00:00","3GEICZ6N","","","","","","","Outstanding Lender Shares Based On Availability Indicator Changed from N to Y.","CG852"
"IKEI224J","FAC  ","OPRC ","2020-10-14 19:11:31","2020-10-14 19:11:31","SMANZANO","SMANZANO","2021-03-05 00:00:00","IKEI22AC","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"IKEI224J","FAC  ","PRCHR","2020-10-20 17:49:55","2020-10-20 17:49:55","JAQUITAN","JAQUITAN","2021-03-05 00:00:00","3VEID2VT","","","FPRCH","@)EID5LO","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"IKEI224J","FAC  ","RVSCH","2020-10-23 18:09:41","2020-10-23 18:09:41","MANZANOS","MANZANOS","2021-03-09 00:00:00","Q4EIIPUV","","","","","","","","CG852"
"IKEI224J","FAC  ","SCNRV","2020-10-20 16:06:30","2020-10-20 16:06:30","SMANZANO","SMANZANO","2021-03-08 00:00:00","3SEICY6T","","","","","","","Facility Change Transaction is created.","CG852"
"IKEI224J","FAC  ","SCNRV","2020-10-23 17:32:38","2020-10-23 17:32:38","SMANZANO","SMANZANO","2021-03-08 00:00:00","::EIINWT","","","","","","","Facility Change Transaction is created.","CG852"
"IKEI224J","FAC  ","TD   ","2020-10-23 18:09:41","2020-10-23 18:09:41","MANZANOS","MANZANOS","2021-03-08 00:00:00","Q4EIIPUU","1    ","","","","","","","CG852"
"IREFMCO3","DEA  ","APRVD","2020-08-28 15:05:49","2020-08-28 15:05:49","MANZANOS","MANZANOS","2020-05-29 00:00:00","2?EFMSKT","","","","","","","Approval completed.  Approver: APPROVER1, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"IREFMCO3","DEA  ","CLDT ","2020-08-28 15:11:04","2020-08-28 15:11:04","MANZANOS","MANZANOS","2020-05-29 00:00:00","2?EFMSMA","","","","","","","","CG852"
"IREFMCO3","DEA  ","CRTE ","2020-08-28 10:24:14","2020-08-28 10:24:14","SMANZANO","SMANZANO","2020-05-29 00:00:00","IREFMCOV","","","","","","","Host Bank Deal.","CG852"
"IREFMCO3","DEA  ","PCTRL","2020-09-14 08:52:38","2020-09-14 08:52:38","MANZANOS","MANZANOS","2020-06-22 00:00:00",";VEGHS9P","","","PCP  ",";2EGHRBX","","","Paper Clip for AMS_RPA_DEAL_SOLE_LENDER_UNTICKED of 850,076.58 has been applied.","CG852"
"IREFMCO3","DEA  ","PCTRL","2020-09-16 08:45:26","2020-09-16 08:45:26","MANZANOS","MANZANOS","2020-06-23 00:00:00","ILEGLIKT","","","PCP  ","IQEGLHNJ","","","Paper Clip for AMS_RPA_DEAL_SOLE_LENDER_UNTICKED of 123,710.13 has been applied.","CG852"
"IREFMCO3","DEA  ","PCTRL","2020-09-30 12:40:56","2020-09-30 12:40:56","LIQUSR05","LIQUSR05","2020-07-08 00:00:00","+.EHBSSN","","","PCP  ","+.EHA6D9","","","Paper Clip for AMS_RPA_DEAL_SOLE_LENDER_UNTICKED of 8,800.00 has been applied.","CG852"
"IREFMCO3","DEA  ","PCTRL","2020-10-08 09:45:15","2020-10-08 09:45:15","LIQUSR02","LIQUSR02","2020-07-09 00:00:00","G)EHQH6K","","","PCP  ",":=EHOY09","","","Paper Clip for AMS_RPA_DEAL_SOLE_LENDER_UNTICKED of 142,000.00 has been applied.","CG852"
"IREFMCO3","DEA  ","PSPDU","2020-08-28 15:10:28","2020-08-28 15:10:28","MANZANOS","MANZANOS","2020-05-29 00:00:00","2?EFMSLF","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 29-May-2020","CG852"
"IREFMCO3","DEA  ","STA  ","2020-08-28 14:56:31","2020-08-28 14:56:31","SMANZANO","SMANZANO","2020-05-29 00:00:00","2DEFMS7X","","","","","","","Warnings occurred during validation: N","CG852"
"IREFMCO3","DEA  ","URDEA","2020-08-28 10:54:49","2020-08-28 10:54:49","SMANZANO","SMANZANO","2020-05-29 00:00:00","I:EFMEG8","","","","","","","","CG852"
"NPEI1VIS","FAC  ","CMI  ","2020-10-14 16:56:52","2020-10-14 16:56:52","JANICEA1","JANICEA1","2021-03-04 00:00:00","N)EI1WFC","1    ","","FTR  ","NPEI1VR6","","","Unscheduled increase of 40,000,000.00, under amendment number 1","CG852"
"NPEI1VIS","FAC  ","CRTE ","2020-10-14 16:46:19","2020-10-14 16:46:19","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","NPEI1VIT","","","","","","","","CG852"
"NPEI1VIS","FAC  ","IPRC ","2020-10-14 16:48:41","2020-10-14 16:48:41","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","NPEI1VMQ","","","","","","","NIBOR Option: added","CG852"
"NPEI1VIS","FAC  ","OPRC ","2020-10-14 16:48:15","2020-10-14 16:48:15","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","NPEI1VM0","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"O#EIBD80","DEA  ","CRTE ","2020-10-19 18:46:40","2020-10-19 18:46:40","CESSINP1","CESSINP1","2021-03-08 00:00:00","O#EIBD85","","","","","","","Host Bank Deal.","CG852"
"O#EIBD80","DEA  ","FRHCH","2020-10-19 18:59:02","2020-10-19 18:59:02","CESSINP1","CESSINP1","2021-03-08 00:00:00","O#EIBDAI","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 08-Mar-2021.","CG852"
"O#EIBD80","DEA  ","FRHCH","2020-10-19 18:59:32","2020-10-19 18:59:32","CESSINP1","CESSINP1","2021-03-08 00:00:00","O#EIBDAN","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 08-Mar-2021.","CG852"
"O#EIBD80","DEA  ","FRHCH","2020-10-19 20:28:10","2020-10-19 20:28:10","CESSINP1","CESSINP1","2021-03-08 00:00:00","O#EIBF4T","","","","","","","Weighted Average Lease changed to 1 beginning 08-Mar-2021.","CG852"
"O#EIBD80","DEA  ","URDEA","2020-10-19 18:46:59","2020-10-19 18:46:59","CESSINP1","CESSINP1","2021-03-08 00:00:00","O#EIBD8B","","","","","","","","CG852"
"Q+EDKVCZ","DEA  ","APRVD","2020-07-19 19:01:06","2020-07-19 19:01:06","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","5!EDKYDA","","","","","","","Approval completed.  Approver: MGRAMSTERDAM, FJ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"Q+EDKVCZ","DEA  ","CLDT ","2020-07-19 19:04:24","2020-07-19 19:04:24","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","5!EDKYH3","","","","","","","","CG852"
"Q+EDKVCZ","DEA  ","CRTE ","2020-07-19 17:26:58","2020-07-19 17:26:58","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q+EDKVD4","","","","","","","Host Bank Deal.","CG852"
"Q+EDKVCZ","DEA  ","PSPDU","2020-07-19 19:03:29","2020-07-19 19:03:29","FJMGRAM ","FJMGRAM ","2020-05-27 00:00:00","5!EDKYEN","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"Q+EDKVCZ","DEA  ","STA  ","2020-07-19 18:56:53","2020-07-19 18:56:53","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","5AEDKY0G","","","","","","","Warnings occurred during validation: N","CG852"
"Q+EDKVCZ","DEA  ","URDEA","2020-07-19 17:33:36","2020-07-19 17:33:36","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q+EDKVDS","","","","","","","","CG852"
"Q+EDKVFH","FAC  ","CRTE ","2020-07-19 17:59:00","2020-07-19 17:59:00","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q+EDKVFI","","","","","","","","CG852"
"Q+EDKVL5","FAC  ","CRTE ","2020-07-19 18:12:08","2020-07-19 18:12:08","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q+EDKVL9","","","","","","","","CG852"
"Q+EDKW7K","FAC  ","CRTE ","2020-07-19 18:25:37","2020-07-19 18:25:37","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q+EDKW7Q","","","","","","","","CG852"
"Q.EJEGLJ","DEA  ","AMND ","2020-11-10 00:25:49","2020-11-10 00:25:49","CESSMNG1","CESSMNG1","2021-10-15 00:00:00","LZEJEMY9","10641","","DAM  ","5LEJELXZ","","","Add New Term Facility","CG852"
"Q.EJEGLJ","DEA  ","APRVD","2020-11-09 22:48:02","2020-11-09 22:48:02","CESSSUP1","CESSSUP1","2021-10-15 00:00:00","5EEJEIXH","","","","","","","Approval completed.  Approver: LUBERIOSURSUP, CESSSUP. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"Q.EJEGLJ","DEA  ","CLDT ","2020-11-09 22:49:28","2020-11-09 22:49:28","CESSSUP1","CESSSUP1","2021-10-15 00:00:00","5EEJEJ22","","","","","","","","CG852"
"Q.EJEGLJ","DEA  ","CMI  ","2020-11-10 00:25:49","2020-11-10 00:25:49","CESSMNG1","CESSMNG1","2021-10-15 00:00:00","LZEJEMYF","10641","","FTR  ","5LEJEM1C","","","Unscheduled increase of 50,000,000.00, under amendment number 10641 for facility named CBA110112020000652BUA.","CG852"
"Q.EJEGLJ","DEA  ","CRTE ","2020-11-09 21:42:55","2020-11-09 21:42:55","CESSINP1","CESSINP1","2021-10-15 00:00:00","Q.EJEGLO","","","","","","","Host Bank Deal.","CG852"
"Q.EJEGLJ","DEA  ","FRHCH","2020-11-09 21:55:40","2020-11-09 21:55:40","CESSINP1","CESSINP1","2021-10-15 00:00:00","Q.EJEGO1","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 15-Oct-2021.","CG852"
"Q.EJEGLJ","DEA  ","FRHCH","2020-11-09 21:56:15","2020-11-09 21:56:15","CESSINP1","CESSINP1","2021-10-15 00:00:00","Q.EJEGO6","","","","","","","Loan to Value Ratio (LVR) changed to 1 beginning 15-Oct-2021.","CG852"
"Q.EJEGLJ","DEA  ","PSPDU","2020-11-09 22:49:07","2020-11-09 22:49:07","CESSSUP1","CESSSUP1","2021-10-15 00:00:00","5EEJEJ0X","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 15-Oct-2021","CG852"
"Q.EJEGLJ","DEA  ","STA  ","2020-11-09 22:45:07","2020-11-09 22:45:07","CESSINP1","CESSINP1","2021-10-15 00:00:00","5)EJEIJJ","","","","","","","Warnings occurred during validation: N","CG852"
"Q.EJEGLJ","DEA  ","URDEA","2020-11-09 21:43:14","2020-11-09 21:43:14","CESSINP1","CESSINP1","2021-10-15 00:00:00","Q.EJEGLU","","","","","","","","CG852"
"Q.EJEGOA","FAC  ","CRTE ","2020-11-09 21:58:05","2020-11-09 21:58:05","CESSINP1","CESSINP1","2021-10-15 00:00:00","Q.EJEGOB","","","","","","","","CG852"
"Q4EDGQL9","FAC  ","CRTE ","2020-07-17 11:30:34","2020-07-17 11:30:34","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","Q4EDGQLA","","","","","","","","CG852"
"QFEDH1MI","FAC  ","CRTE ","2020-07-17 16:04:33","2020-07-17 16:04:33","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","QFEDH1MJ","","","","","","","","CG852"
"QFEDH1QH","FAC  ","CRTE ","2020-07-17 16:28:38","2020-07-17 16:28:38","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","QFEDH1QI","","","","","","","","CG852"
"S#EESVPY","DEA  ","APRVD","2020-08-12 13:03:58","2020-08-12 13:03:58","RPTSUP01","RPTSUP01","2020-07-07 00:00:00","S:EESXJZ","","","","","","","Approval completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: .","CG852"
"S#EESVPY","DEA  ","APRVD","2020-08-12 14:14:08","2020-08-12 14:14:08","RPTSUP01","RPTSUP01","2020-05-27 00:00:00","7ZEET23W","","","","","","","Approval completed.  Approver: SUPERVISOR, RODEL. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"S#EESVPY","DEA  ","BRPA ","2020-08-12 13:11:35","2020-08-12 13:11:35","CMARTILL","CMARTILL","2020-05-27 00:00:00","S+EESXWI","","","","","","","Branch Changed from Commonwealth Bank of Australia - DBU to Commonwealth Bank of Australia - Amsterdam. Processing Area Changed from Agency Australia to Team Amsterdam.","CG852"
"S#EESVPY","DEA  ","CLDT ","2020-08-12 14:14:57","2020-08-12 14:14:57","RPTSUP01","RPTSUP01","2020-05-27 00:00:00","7ZEET25A","","","","","","","","CG852"
"S#EESVPY","DEA  ","CRTE ","2020-08-12 11:30:26","2020-08-12 11:30:26","CMARTILL","CMARTILL","2020-07-07 00:00:00","S#EESVQ3","","","","","","","Host Bank Deal.","CG852"
"S#EESVPY","DEA  ","DCTRD","2020-10-08 13:23:41","2020-10-08 13:23:41","RPTSUP01","RPTSUP01","2020-05-27 00:00:00","0KEHQI5Y","","","DAT  ","04EHQHQV","","","Deal Change Transaction for AMSTER BILAT DEAL1 released.","CG852"
"S#EESVPY","DEA  ","DRTP ","2020-08-12 13:46:51","2020-08-12 13:46:51","CMARTILL","CMARTILL","2020-05-27 00:00:00","7)EESZJA","","","","","","","CHANGE","CG852"
"S#EESVPY","DEA  ","PCTRL","2020-08-26 17:42:28","2020-08-26 17:42:28","RPTSUP01","RPTSUP01","2020-05-28 00:00:00","H8EFJ7RL","","","PCP  ","HZEFJ6ZU","","","Paper Clip for AMSTER BILAT DEAL1 of 250,045.21 has been applied.","CG852"
"S#EESVPY","DEA  ","PCTRL","2020-09-08 16:56:17","2020-09-08 16:56:17","RPTSUP01","RPTSUP01","2020-06-04 00:00:00","UFEG7887","","","PCP  ","K2EG77T2","","","Paper Clip for AMSTER BILAT DEAL1 of 700.78 has been applied.","CG852"
"S#EESVPY","DEA  ","PCTRL","2020-09-11 15:37:09","2020-09-11 15:37:09","RPTSUP01","RPTSUP01","2020-06-19 00:00:00","YHEGCQ63","","","PCP  ","OLEGDDLW","","","Paper Clip for AMSTER BILAT DEAL1 of 801.53 has been applied.","CG852"
"S#EESVPY","DEA  ","PCTRL","2020-09-25 11:24:07","2020-09-25 11:24:07","RPTSUP01","RPTSUP01","2020-07-07 00:00:00","NWEH2C8O","","","PCP  ","N.EH2BO5","","","Paper Clip for AMSTER BILAT DEAL1 of 2,002.18 has been applied.","CG852"
"S#EESVPY","DEA  ","PCTRL","2020-11-24 13:13:22","2020-11-24 13:13:22","RPTSUP01","RPTSUP01","2021-11-02 00:00:00","ZUEK5JFI","","","PCP  ","F)EK5IE5","","","Paper Clip for AMSTER BILAT DEAL1 of 43.62 has been applied.","CG852"
"S#EESVPY","DEA  ","PSPDU","2020-08-12 14:14:43","2020-08-12 14:14:43","RPTSUP01","RPTSUP01","2020-05-27 00:00:00","7ZEET24I","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"S#EESVPY","DEA  ","RPCTC","2020-09-16 17:07:19","2020-09-16 17:07:19","CMARTILL","CMARTILL","2020-06-25 00:00:00","B+EGM254","","","PCP  ","K2EG78BG","",""," ","CG852"
"S#EESVPY","DEA  ","RPCTR","2020-09-09 11:17:06","2020-09-09 11:17:06","RPTSUP01","RPTSUP01","2020-06-04 00:00:00","Z?EG8O1W","","","PCP  ","Z$EG8MQO","","","Reverse Paper Clip for AMSTER BILAT DEAL1 of 700.78 has been applied.","CG852"
"S#EESVPY","DEA  ","STA  ","2020-08-12 13:02:21","2020-08-12 13:02:21","CMARTILL","CMARTILL","2020-07-07 00:00:00","S+EESXO7","","","","","","","Warnings occurred during validation: N","CG852"
"S#EESVPY","DEA  ","STA  ","2020-08-12 14:12:58","2020-08-12 14:12:58","CMARTILL","CMARTILL","2020-05-27 00:00:00","7)EET0QY","","","","","","","Warnings occurred during validation: N","CG852"
"S#EESVPY","DEA  ","URDEA","2020-08-12 11:35:36","2020-08-12 11:35:36","CMARTILL","CMARTILL","2020-07-07 00:00:00","S#EESVQZ","","","","","","","","CG852"
"S#EESVR1","FAC  ","BRPA ","2020-08-12 13:08:09","2020-08-12 13:08:09","RPTSUP01","RPTSUP01","2020-05-27 00:00:00","S:EESXQX","","","","","","","Processing Area Changed from Agency Australia to Team Amsterdam.","CG852"
"S#EESVR1","FAC  ","CRTE ","2020-08-12 11:37:18","2020-08-12 11:37:18","CMARTILL","CMARTILL","2020-07-07 00:00:00","S#EESVR2","","","","","","","","CG852"
